KIND,IDENTITY,IDS,NAMES,PRICES
CONFIRMED_SAME_PRODUCT,agregado|grueso|grava|3/4|3/4,"138,21",(AGREGADO GRUESO) GRAVA 3/4 | AGREGADO GRUESO (GRAVA) 3/4,2054.91 | 1217.7
