SOURCE_FILE,SOURCE_SHEET,SOURCE_ROW,DOCUMENT_TYPE,RAW_DESCRIPTION,NORMALIZED_DESCRIPTION,QUANTITY,RAW_UNIT_PRICE,PRICE_EXCL_TAX,PRICE_STATUS,IS_SERVICE,IS_FOOD,IS_MEAT,CATEGORY,UOM,IDENTITY_KEY,CURRENCY
COTIZACIONES_0.2_b68c.xlsx,Cotizacion ASDE1 (ataud) (4),44,QUOTATION,PAPEL PLASTICO 18X15000 STRETCH FILM,papel plastico 18x15000 stretch film,10.0,975.0,975.0,RECONCILED_SUBTOTAL,False,False,False,Oficina,Units,papel|plastico|18x15000|stretch|film,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion ASDE1 (ataud) (4),45,QUOTATION,ADHESIVO EN AEROSOL,adhesivo en aerosol,10.0,1243.2,1243.2,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,adhesivo|aerosol,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion ASDE1 (ataud) (4),46,QUOTATION,DACRON,dacron,5.0,12000.0,12000.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,dacron,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion ASDE1 (ataud) (4),47,QUOTATION,PENETRANTE WD-40,penetrante wd-40,10.0,796.0,796.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,penetrante|wd-40,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion ASDE1 (ataud) (4),48,QUOTATION,PINTURA ACRILICA BLANCO 00 TROPICAL,pintura acrilica blanco 00 tropical,5.0,2545.0,2545.0,RECONCILED_SUBTOTAL,False,False,False,Pinturas,Gal,pintura|acrilica|blanco|00|tropical,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion ASDE1 (ataud) (4),49,QUOTATION,"PUNTA P/ DES. #3  2""  5/1 TRUPER","punta p/ des. 3 2"" 5/1 truper",25.0,312.15,312.15,RECONCILED_SUBTOTAL,False,False,False,Herramientas,Units,"punta|p/|des.|3|2""|5/1|truper|5/1|2""",DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion ASDE1 (ataud) (4),50,QUOTATION,"PUNTA PARA DES #2 2"" TRUPER 5/1","punta para des 2 2"" truper 5/1",25.0,324.0,324.0,RECONCILED_SUBTOTAL,False,False,False,Herramientas,Units,"punta|para|des|2|2""|truper|5/1|5/1|2""",DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion ASDE1 (ataud) (4),51,QUOTATION,"DISCO DE CORTE P/ MADERA STANLEY 10""  40T","disco de corte p/ madera stanley 10"" 40t",1.0,2155.1,2155.1,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,"disco|corte|p/|madera|stanley|10""|40t|10""",DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion ASDE1 (ataud) (4),52,QUOTATION,"DISCO DE CORTE STANLEY 12""  40T","disco de corte stanley 12"" 40t",1.0,1975.6,1975.6,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,"disco|corte|stanley|12""|40t|12""",DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion ASDE1 (ataud) (4),53,QUOTATION,COMPRESOR AIRE PUMA PE30100 3HP CORREA 100LTS,compresor aire puma pe30100 3hp correa 100lts,1.0,102020.2,102020.2,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,compresor|aire|puma|pe30100|3hp|correa|100lts|PE30100,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion ASDE1 (ataud) (4),54,QUOTATION,EXTRACTOR DE AIRE KDK Kdk M-30auht,extractor de aire kdk kdk m-30auht,1.0,6895.0,6895.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,extractor|aire|kdk|kdk|m-30auht,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion ASDE1 (ataud) (4),55,QUOTATION,LAPIZ P/ CARPINTERO,lapiz p/ carpintero,20.0,28.0,28.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,lapiz|p/|carpintero,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (51),15,QUOTATION,ROST OFF SPRAY 300 ML WURTH,rost off spray 300 ml wurth,18.0,690.0,690.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,rost|off|spray|300|ml|wurth,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (52),15,QUOTATION,MALLA 6X50-C9,malla 6x50-c9,35.0,15075.98,15075.98,ASSUMED_EXCL,False,False,False,Ferretería,Units,malla|6x50-c9,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (52),16,QUOTATION,TUBO DE 2X20 P/MALLA,tubo de 2x20 p/malla,140.0,1958.0,1958.0,ASSUMED_EXCL,False,False,False,Plomería,Units,tubo|2x20|p/malla,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (52),17,QUOTATION,HILO PARA CORTADORA DE GRAMA  3.3MM X 237M htr5/podar truper,hilo para cortadora de grama 3.3mm x 237m htr5/podar truper,200.0,3500.0,3500.0,ASSUMED_EXCL,False,False,False,Herramientas,Units,hilo|para|cortadora|grama|3.3|mm|x|237m|HTR5,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (53),15,QUOTATION,ANGULAR DE 2 X 1/8,angular de 2 x 1/8,7.0,2288.0,2288.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,angular|2|x|1/8|1/8,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (53),16,QUOTATION,ANGULAR DE 3 X 3/16,angular de 3 x 3/16,1.0,4560.0,4560.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,angular|3|x|3/16|3/16,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (53),17,QUOTATION,DISCO DE 14 X 3/32 DEWALT,disco de 14 x 3/32 dewalt,2.0,556.0,556.0,RECONCILED_SUBTOTAL,False,False,False,Herramientas,Units,disco|14|x|3/32|dewalt|3/32,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (53),18,QUOTATION,THINNER  TH-900 TROPICAL,thinner th-900 tropical,2.0,630.0,630.0,RECONCILED_SUBTOTAL,False,False,False,Pinturas,Gal,thinner|th-900|tropical|TH-900,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (53),19,QUOTATION,OXIDO NEGRO GL DOM,oxido negro gl dom,1.0,1778.0,1778.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Gal,oxido|negro|gal|dom,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (53),20,QUOTATION,SOLDADURA 3/32 UNIVERSAL 6013,soldadura 3/32 universal 6013,30.0,205.0,205.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,lb,soldadura|3/32|universal|6013|3/32,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (53),21,QUOTATION,VIGA H 6X6X30 15 LB/P,viga h 6x6x30 15 lb/p,1.0,35000.0,35000.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,viga|h|6x6x30|15|lb/p|15 lb,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (54),15,QUOTATION,INODORO FLUX BALTICO ENT SUP BLANCO / CORONA,inodoro flux baltico ent sup blanco / corona,7.0,11890.0,11890.0,RECONCILED_SUBTOTAL,False,False,False,Plomería,Units,inodoro|flux|baltico|ent|sup|blanco|/|corona,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (54),16,QUOTATION,"VALVULA FLUXOMETRO P/INODORO  Z6000-WS1-YB
YC ZURN",valvula fluxometro p/inodoro z6000-ws1-yb yc zurn,7.0,11232.0,11232.0,RECONCILED_SUBTOTAL,False,False,False,Plomería,Units,valvula|fluxometro|p/inodoro|z6000-ws1-yb|yc|zurn|Z6000-WS1-YB,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (54),17,QUOTATION,ORINAL ARRECIFE ENT SUP BLANCO,orinal arrecife ent sup blanco,2.0,8960.0,8960.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,orinal|arrecife|ent|sup|blanco,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (54),18,QUOTATION,BOQUILLA P/LAV PUSH BOT C/REBOSE 100206 45 GENEBRE,boquilla p/lav push bot c/rebose 100206 45 genebre,4.0,1098.0,1098.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,boquilla|p/lav|push|bot|c/rebose|100206|45|genebre,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (54),19,QUOTATION,MEZCLADORA P/LAV MONOMANDO 1H T-4119 AQUAVITA,mezcladora p/lav monomando 1h t-4119 aquavita,4.0,3090.0,3090.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,mezcladora|p/lav|monomando|1h|t-4119|aquavita|T-4119,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (54),20,QUOTATION,JUNTA DE CERA P/INODORO 40143 EASTMAN,junta de cera p/inodoro 40143 eastman,10.0,139.8,139.8,RECONCILED_SUBTOTAL,False,False,False,Plomería,Units,junta|cera|p/inodoro|40143|eastman,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (54),21,QUOTATION,CEMENTO BLANCO 2kg (4.4LBS) 2KG PEGAFORTE,cemento blanco 2kg 4.4lbs 2kg pegaforte,1.0,192.0,192.0,RECONCILED_SUBTOTAL,False,False,False,Construcción,Units,cemento|blanco|2|kg|4.4|lb|2|kg|2 kg,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (54),22,QUOTATION,SIFON PARA LAVAMANO PVC 1 1/2'' 35376 EASTMAN,sifon para lavamano pvc 1 1/2 35376 eastman,10.0,189.1,189.1,RECONCILED_SUBTOTAL,False,False,False,Plomería,Units,sifon|para|lavamano|pvc|1|1/2|35376|eastman|1/2,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (54),23,QUOTATION,PORTA PAPEL TOALLA,porta papel toalla,2.0,,,MISSING_VALID_PRICE,False,False,False,Oficina,Units,porta|papel|toalla,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (54),24,QUOTATION,ZAFACONES DE BAÑO,zafacones de bano,7.0,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,zafacones|bano,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (54),25,QUOTATION,ZAFACONES DE BAÑO GRANDES,zafacones de bano grandes,2.0,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,zafacones|bano|grandes,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (54),26,QUOTATION,SILICON 100% RTV CLEAR TUBO 10.3 SS-888-18 LANCO,silicon 100% rtv clear tubo 10.3 ss-888-18 lanco,4.0,570.0,570.0,RECONCILED_SUBTOTAL,False,False,False,Electrodomésticos,Units,silicon|100%|rtv|clear|tubo|10.3|ss-888-18|lanco|SS-888-18,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (54),27,QUOTATION,LLAVE ANGULAR DOBLE 1/2x3/8x3/8 04326 EASTMAN,llave angular doble 1/2x3/8x3/8 04326 eastman,10.0,574.0,574.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,llave|angular|doble|1/2x3/8x3/8|04326|eastman,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (54),28,QUOTATION,LLAVE SENCILLA P/LAV NIQ 1/2'' VK-0380 VIKINGO,llave sencilla p/lav niq 1/2 vk-0380 vikingo,10.0,1082.2,1082.2,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,llave|sencilla|p/lav|niq|1/2|vk-0380|vikingo|1/2|VK-0380,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (54),29,QUOTATION,NIPLE COBRE NIQ 1/2'' X 3'' 25866 EASTMAN,niple cobre niq 1/2 x 3 25866 eastman,20.0,352.0,352.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,niple|cobre|niq|1/2|x|3|25866|eastman|1/2,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (54),30,QUOTATION,6 TEFLON 3/4x0.075mmx10mts ESTUCHE GENERICO,6 teflon 3/4x0.075mmx10mts estuche generico,20.0,14.97,14.97,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,6|teflon|3/4x0.075mmx10mts|estuche|generico,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (54),31,QUOTATION,PINTURA ACRIL PORCELANA 90 (5GL) ACRI PORCELA 90 POPULAR,pintura acril porcelana 90 5gl acri porcela 90 popular,8.0,10951.2,10951.2,RECONCILED_SUBTOTAL,False,False,False,Pinturas,Units,pintura|acril|porcelana|90|5|gal|acri|porcela|5 gl,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (54),32,QUOTATION,PINTURA ACRILICA BLANCO 00 TROPICAL 5GL,pintura acrilica blanco 00 tropical 5gl,2.0,8050.0,8050.0,RECONCILED_SUBTOTAL,False,False,False,Pinturas,Units,pintura|acrilica|blanco|00|tropical|5|gal|5 gl,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (54),33,QUOTATION,MOTA MICROFIBRA 9'' X 3/8'' FAN89 BYP,mota microfibra 9 x 3/8 fan89 byp,6.0,92.0,92.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,mota|microfibra|9|x|3/8|fan89|byp|3/8|FAN89,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (54),34,QUOTATION,BROCHA M/BCO PELO GRIS 2'' BCM20 BYP,brocha m/bco pelo gris 2 bcm20 byp,6.0,69.58,69.58,RECONCILED_SUBTOTAL,False,False,False,Pinturas,Units,brocha|m/bco|pelo|gris|2|bcm20|byp|BCM20,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (54),35,QUOTATION,ESPEJO DE BAÑO 66X36'',espejo de bano 66x36,1.0,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,espejo|bano|66x36,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (55),15,QUOTATION,TANQUE PRECARGADO FIBRA 120 GAL  C2N-120GV GLOBAL WATER,tanque precargado fibra 120 gal c2n-120gv global water,1.0,98900.12,98900.12,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,tanque|precargado|fibra|120|gal|c2n-120gv|global|water|120 gal,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (56),15,QUOTATION,"GUANTE GOMA NEGRO IND (SIZE S,MY L)",guante goma negro ind size s my l,600.0,700.0,700.0,RECONCILED_SUBTOTAL,False,False,False,Neumáticos,Units,guante|goma|negro|ind|size|s|my|l,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (57),15,QUOTATION,HILO PARA CORTADORA DE GRAMA  3.3MM X 237M htr5/podar truper,hilo para cortadora de grama 3.3mm x 237m htr5/podar truper,200.0,4000.0,4000.0,ASSUMED_EXCL,False,False,False,Herramientas,Units,hilo|para|cortadora|grama|3.3|mm|x|237m|HTR5,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (58),15,QUOTATION,ROTOMARTILLO SDS MAX  1050 W  1 9 / 16 DEWALT,rotomartillo sds max 1050 w 1 9 / 16 dewalt,1.0,85025.76,85025.76,RECONCILED_SUBTOTAL,False,False,False,Herramientas,Units,rotomartillo|sds|max|1050|w|1|9|/|1050W,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (58),16,QUOTATION,ROTOMARTILLO SDS PLUS  800 W  DEWALT,rotomartillo sds plus 800 w dewalt,2.0,25193.22,25193.22,RECONCILED_SUBTOTAL,False,False,False,Herramientas,Units,rotomartillo|sds|plus|800|w|dewalt|800W,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (58),17,QUOTATION,"DEWALT TALADRO DE MARTILLO,1/2 '' 7.8 AMPERIOS RANGO DUAL (DW505) 900W",dewalt taladro de martillo 1/2 7.8 amperios rango dual dw505 900w,2.0,20203.54,20203.54,RECONCILED_SUBTOTAL,False,False,False,Herramientas,Units,dewalt|taladro|martillo|1/2|7.8|amperios|rango|dual|1/2|DW505|900W,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (58),18,QUOTATION,TALADRO DESTORNILLADOR 20 V MAX DEWALT 500 W,taladro destornillador 20 v max dewalt 500 w,1.0,29350.0,29350.0,RECONCILED_SUBTOTAL,False,False,False,Herramientas,Units,taladro|destornillador|20|v|max|dewalt|500|w|500W,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (58),36,QUOTATION,ROTOMARTILLO SDS MAX  1050 W  1 9 / 16 DEWALT,rotomartillo sds max 1050 w 1 9 / 16 dewalt,,,,MISSING_VALID_PRICE,False,False,False,Herramientas,Units,rotomartillo|sds|max|1050|w|1|9|/|1050W,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (58),54,QUOTATION,"DEWALT TALADRO DE MARTILLO,1/2 '' 7.8 AMPERIOS RANGO DUAL (DW505) 900W",dewalt taladro de martillo 1/2 7.8 amperios rango dual dw505 900w,,,,MISSING_VALID_PRICE,False,False,False,Herramientas,Units,dewalt|taladro|martillo|1/2|7.8|amperios|rango|dual|1/2|DW505|900W,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (59),16,QUOTATION,HILO PARA CORTADORA DE GRAMA  3.3MM X 237M htr5/podar truper,hilo para cortadora de grama 3.3mm x 237m htr5/podar truper,200.0,4000.0,4000.0,ASSUMED_EXCL,False,False,False,Herramientas,Units,hilo|para|cortadora|grama|3.3|mm|x|237m|HTR5,DOP
COTIZACIONES_0.2_b68c.xlsx,Cot Reconocimiento de deuda ASD,15,QUOTATION,HILO PARA CORTADORA DE GRAMA  3.3MM X 237M htr5/podar truper,hilo para cortadora de grama 3.3mm x 237m htr5/podar truper,200.0,4000.0,4000.0,RECONCILED_SUBTOTAL,False,False,False,Herramientas,Units,hilo|para|cortadora|grama|3.3|mm|x|237m|HTR5,DOP
COTIZACIONES_0.2_b68c.xlsx,Cot Reconocimiento de deuda ASD,16,QUOTATION,PINTURA ALTO TRANSITO (AMARILLO TRAFICO) POPULAR PRO /TROPICAL,pintura alto transito amarillo trafico popular pro /tropical,60.0,3515.0,3515.0,RECONCILED_SUBTOTAL,False,False,False,Pinturas,Gal,pintura|alto|transito|amarillo|trafico|popular|pro|/tropical,DOP
COTIZACIONES_0.2_b68c.xlsx,Cot Reconocimiento de deuda ASD,17,QUOTATION,PINTURA ACRILICA NARANJA POSITIVO POPULAR PRO/TROPICAL,pintura acrilica naranja positivo popular pro/tropical,60.0,2386.5,2386.5,RECONCILED_SUBTOTAL,False,False,False,Pinturas,Gal,pintura|acrilica|naranja|positivo|popular|pro/tropical,DOP
COTIZACIONES_0.2_b68c.xlsx,Cot Reconocimiento de deuda ASD,18,QUOTATION,PINTURA ACRILICA ROJO POSITVO POPULAR PRO/TROPICAL,pintura acrilica rojo positvo popular pro/tropical,60.0,2386.5,2386.5,RECONCILED_SUBTOTAL,False,False,False,Pinturas,Gal,pintura|acrilica|rojo|positvo|popular|pro/tropical,DOP
COTIZACIONES_0.2_b68c.xlsx,Cot Reconocimiento de deuda ASD,19,QUOTATION,PINTURA ACRILICA VERDE POSITIVO TROPICAL/POPULAR PRO,pintura acrilica verde positivo tropical/popular pro,60.0,2386.5,2386.5,RECONCILED_SUBTOTAL,False,False,False,Pinturas,Gal,pintura|acrilica|verde|positivo|tropical/popular|pro,DOP
COTIZACIONES_0.2_b68c.xlsx,Cot Reconocimiento de deuda ASD,20,QUOTATION,PINTURA ACRILICA AZUL POSITIVO POPULAR PRO /TROPICAL,pintura acrilica azul positivo popular pro /tropical,60.0,2386.5,2386.5,RECONCILED_SUBTOTAL,False,False,False,Pinturas,Gal,pintura|acrilica|azul|positivo|popular|pro|/tropical,DOP
COTIZACIONES_0.2_b68c.xlsx,Cot Reconocimiento de deuda ASD,21,QUOTATION,PINTURA ACRILICA AMARILLO POSITIVO POPULAR PRO/TROPICAL,pintura acrilica amarillo positivo popular pro/tropical,60.0,2386.5,2386.5,RECONCILED_SUBTOTAL,False,False,False,Pinturas,Gal,pintura|acrilica|amarillo|positivo|popular|pro/tropical,DOP
COTIZACIONES_0.2_b68c.xlsx,Cot Reconocimiento de deuda ASD,22,QUOTATION,PINTURA CONTRACTOR ACRILICA ROJO TEJA 18 POPULAR PRO/TROPICAL,pintura contractor acrilica rojo teja 18 popular pro/tropical,60.0,2386.5,2386.5,RECONCILED_SUBTOTAL,False,False,False,Pinturas,Gal,pintura|contractor|acrilica|rojo|teja|18|popular|pro/tropical,DOP
COTIZACIONES_0.2_b68c.xlsx,Cot Reconocimiento de deuda ASD,23,QUOTATION,PINTURA ACRILICA CONTRACTOR GRIS CLARO 26 POPULAR PRO/TROPICAL,pintura acrilica contractor gris claro 26 popular pro/tropical,9.0,11932.5,11932.5,RECONCILED_SUBTOTAL,False,False,False,Pinturas,Units,pintura|acrilica|contractor|gris|claro|26|popular|pro/tropical,DOP
COTIZACIONES_0.2_b68c.xlsx,Cot Reconocimiento de deuda ASD,24,QUOTATION,PINTURA ACRILICA PARA EXTERIOR BLANCA 50   POPULAR PRO/00 TROPICAL,pintura acrilica para exterior blanca 50 popular pro/00 tropical,9.0,8050.0,8050.0,RECONCILED_SUBTOTAL,False,False,False,Pinturas,Units,pintura|acrilica|para|exterior|blanca|50|popular|pro/00,DOP
COTIZACIONES_0.2_b68c.xlsx,Cot Reconocimiento de deuda ASD,25,QUOTATION,PINTURA ESMALTE PLUS AZUL 54  TROPICA/ POPULAR PRO,pintura esmalte plus azul 54 tropica/ popular pro,9.0,11932.5,11932.5,RECONCILED_SUBTOTAL,False,False,False,Pinturas,Units,pintura|esmalte|plus|azul|54|tropica/|popular|pro,DOP
COTIZACIONES_0.2_b68c.xlsx,Cot Reconocimiento de deuda ASD,26,QUOTATION,PINTURA ACRILICA VERDE LIMON 25 POPULAR PRO/TROPICAL,pintura acrilica verde limon 25 popular pro/tropical,9.0,11932.5,11932.5,RECONCILED_SUBTOTAL,False,False,False,Pinturas,Units,pintura|acrilica|verde|limon|25|popular|pro/tropical,DOP
COTIZACIONES_0.2_b68c.xlsx,Cot Reconocimiento de deuda ASD,27,QUOTATION,PERFIL 2X3 GALV.,perfil 2x3 galv.,4.0,2529.92,2529.92,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,perfil|2x3|galv.,DOP
COTIZACIONES_0.2_b68c.xlsx,Cot Reconocimiento de deuda ASD,28,QUOTATION,GUIAS PLAST- 40X60MM,guias plast- 40x60mm,3.0,260.0,260.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,guias|plast-|40x60|mm,DOP
COTIZACIONES_0.2_b68c.xlsx,Cot Reconocimiento de deuda ASD,29,QUOTATION,KIT DE INSTALACION DE BOMBA,kit de instalacion de bomba,1.0,1125.0,1125.0,RECONCILED_SUBTOTAL,True,False,False,Servicios,Units,kit|instalacion|bomba,DOP
COTIZACIONES_0.2_b68c.xlsx,Cot Reconocimiento de deuda ASD,30,QUOTATION,PERFIL 1 1/2 H.GALV.1.6,perfil 1 1/2 h.galv.1.6,5.0,1390.0,1390.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,perfil|1|1/2|h.galv.1.6|1/2,DOP
COTIZACIONES_0.2_b68c.xlsx,Cot Reconocimiento de deuda ASD,31,QUOTATION,CEMENTO BLANCO FUNDA 40KG,cemento blanco funda 40kg,5.0,2750.0,2750.0,RECONCILED_SUBTOTAL,False,False,False,Construcción,Units,cemento|blanco|funda|40|kg|40 kg,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (61),15,QUOTATION,PINTURA ALTO TRANSITO (AMARILLO TRAFICO) POPULAR PRO /TROPICAL,pintura alto transito amarillo trafico popular pro /tropical,60.0,3515.0,3515.0,RECONCILED_TOTAL_NO_TAX,False,False,False,Pinturas,Units,pintura|alto|transito|amarillo|trafico|popular|pro|/tropical,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (61),16,QUOTATION,PINTURA ACRILICA NARANJA POSITIVO POPULAR PRO/TROPICAL,pintura acrilica naranja positivo popular pro/tropical,60.0,2386.5,2386.5,RECONCILED_TOTAL_NO_TAX,False,False,False,Pinturas,Units,pintura|acrilica|naranja|positivo|popular|pro/tropical,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (61),17,QUOTATION,PINTURA ACRILICA ROJO POSITVO POPULAR PRO/TROPICAL,pintura acrilica rojo positvo popular pro/tropical,60.0,2386.5,2386.5,RECONCILED_TOTAL_NO_TAX,False,False,False,Pinturas,Units,pintura|acrilica|rojo|positvo|popular|pro/tropical,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (61),18,QUOTATION,PINTURA ACRILICA VERDE POSITIVO TROPICAL/POPULAR PRO,pintura acrilica verde positivo tropical/popular pro,60.0,2386.5,2386.5,RECONCILED_TOTAL_NO_TAX,False,False,False,Pinturas,Units,pintura|acrilica|verde|positivo|tropical/popular|pro,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (61),19,QUOTATION,PINTURA ACRILICA AZUL POSITIVO POPULAR PRO /TROPICAL,pintura acrilica azul positivo popular pro /tropical,60.0,2386.5,2386.5,RECONCILED_TOTAL_NO_TAX,False,False,False,Pinturas,Units,pintura|acrilica|azul|positivo|popular|pro|/tropical,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (61),20,QUOTATION,PINTURA ACRILICA AMARILLO POSITIVO POPULAR PRO/TROPICAL,pintura acrilica amarillo positivo popular pro/tropical,60.0,2386.5,2386.5,RECONCILED_TOTAL_NO_TAX,False,False,False,Pinturas,Units,pintura|acrilica|amarillo|positivo|popular|pro/tropical,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (61),21,QUOTATION,PINTURA CONTRACTOR ACRILICA ROJO TEJA 18 POPULAR PRO/TROPICAL,pintura contractor acrilica rojo teja 18 popular pro/tropical,60.0,2386.5,2386.5,RECONCILED_TOTAL_NO_TAX,False,False,False,Pinturas,Units,pintura|contractor|acrilica|rojo|teja|18|popular|pro/tropical,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (61),22,QUOTATION,PINTURA ACRILICA CONTRACTOR GRIS CLARO 26 POPULAR PRO/TROPICAL,pintura acrilica contractor gris claro 26 popular pro/tropical,9.0,11932.5,11932.5,RECONCILED_TOTAL_NO_TAX,False,False,False,Pinturas,Units,pintura|acrilica|contractor|gris|claro|26|popular|pro/tropical,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (61),23,QUOTATION,PINTURA ACRILICA PARA EXTERIOR BLANCA 50   POPULAR PRO/00 TROPICAL,pintura acrilica para exterior blanca 50 popular pro/00 tropical,9.0,8050.0,8050.0,RECONCILED_TOTAL_NO_TAX,False,False,False,Pinturas,Units,pintura|acrilica|para|exterior|blanca|50|popular|pro/00,DOP
COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (61),24,QUOTATION,PINTURA ESMALTE PLUS AZUL 54  TROPICA/ POPULAR PRO,pintura esmalte plus azul 54 tropica/ popular pro,9.0,11932.5,11932.5,RECONCILED_TOTAL_NO_TAX,False,False,False,Pinturas,Units,pintura|esmalte|plus|azul|54|tropica/|popular|pro,DOP
