SOURCE_FILE,SOURCE_SHEET,SOURCE_ROW,DOCUMENT_TYPE,RAW_DESCRIPTION,NORMALIZED_DESCRIPTION,QUANTITY,RAW_UNIT_PRICE,PRICE_EXCL_TAX,PRICE_STATUS,IS_SERVICE,IS_FOOD,IS_MEAT,CATEGORY,UOM,IDENTITY_KEY,CURRENCY
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (91),45,QUOTATION,Entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,entrega|inmediata|una|vez|sea|enviada|orden|compras,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (91),58,QUOTATION,FIRMA AUTORIZADA,firma autorizada,,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,firma|autorizada,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (92),16,QUOTATION,TALADRO DE IMPACTO 1100W EMTOP,taladro de impacto 1100w emtop,1.0,5825.76,5825.76,RECONCILED_SUBTOTAL,False,False,False,Herramientas,Units,taladro|impacto|1100|w|emtop|1100W,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (92),17,QUOTATION,DEMOLEDOR ELECTRICO SDS 2200W,demoledor electrico sds 2200w,2.0,57193.216,57193.216,RECONCILED_SUBTOTAL,False,False,False,Material eléctrico,Units,demoledor|electrico|sds|2200|w|2200W,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (92),35,QUOTATION,Credito a 120 dias,credito a 120 dias,,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,credito|a|120|dias,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (92),36,QUOTATION,Entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,entrega|inmediata|una|vez|sea|enviada|orden|compras,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (92),47,QUOTATION,FIRMA AUTORIZADA,firma autorizada,,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,firma|autorizada,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (94),16,QUOTATION,ACEITE KENDALL AIR COOLED 2T,aceite kendall air cooled 2t,70.0,1250.0,1250.0,RECONCILED_SUBTOTAL,False,False,False,Material eléctrico,Units,aceite|kendall|air|cooled|2t,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (94),17,QUOTATION,ACEITE KENDALL MOTO 4T MINERAL 20W-50,aceite kendall moto 4t mineral 20w-50,70.0,1535.6,1535.6,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,aceite|kendall|moto|4t|mineral|20|w-50|20W,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (94),34,QUOTATION,Credito a 120 dias,credito a 120 dias,,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,credito|a|120|dias,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (94),35,QUOTATION,Entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,entrega|inmediata|una|vez|sea|enviada|orden|compras,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (94),46,QUOTATION,FIRMA AUTORIZADA,firma autorizada,,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,firma|autorizada,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (93),19,QUOTATION,CASCO SEGURIDAD BLANCO  201758 CLIMAX,casco seguridad blanco 201758 climax,20.0,565.0,565.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,casco|seguridad|blanco|201758|climax,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (93),20,QUOTATION,FRONTAL -CABEZA -1-LED-1XAA-200LM,frontal -cabeza -1-led-1xaa-200lm,20.0,6920.0,6920.0,RECONCILED_SUBTOTAL,False,False,False,Material eléctrico,Units,frontal|-cabeza|-1-led-1xaa-200lm,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (93),21,QUOTATION,CHALECO REFLECTIVO NARANJA,chaleco reflectivo naranja,60.0,280.0,280.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,chaleco|reflectivo|naranja,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (93),22,QUOTATION,GUANTES PROCT CORTE W-301 (NIVEL D) T9,guantes proct corte w-301 nivel d t9,20.0,1300.0,1300.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,guantes|proct|corte|w-301|nivel|d|t9|W-301,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (93),23,QUOTATION,BOTAS NEGRA DE SGURIDAD P/ACERO CON AISLANTE 6KV,botas negra de sguridad p/acero con aislante 6kv,40.0,3980.0,3980.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,botas|negra|sguridad|p/acero|aislante|6kv,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (93),24,QUOTATION,MASCARILLA DESECHABLES KN95,mascarilla desechables kn95,120.0,65.0,65.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,mascarilla|desechables|kn95|KN95,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (93),25,QUOTATION,GAFAS DE PROTECCION,gafas de proteccion,20.0,875.0,875.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,gafas|proteccion,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (93),26,QUOTATION,PALA CUADRADA TRUPER 17161,pala cuadrada truper 17161,6.0,1880.8,1880.8,RECONCILED_SUBTOTAL,False,False,False,Herramientas,Units,pala|cuadrada|truper|17161,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (93),27,QUOTATION,PICO TRUPER MANGO DE MADERA,pico truper mango de madera,6.0,1956.55,1956.55,RECONCILED_SUBTOTAL,False,False,False,Herramientas,Units,pico|truper|mango|madera,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (93),28,QUOTATION,MOTOSIERRA  18”48Cc 2.4Hp Gasoli. 2T,motosierra 18 48cc 2.4hp gasoli. 2t,4.0,34828.226,34828.226,RECONCILED_SUBTOTAL,False,False,False,Herramientas,Units,motosierra|18|48cc|2.4hp|gasoli.|2t,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (93),29,QUOTATION,"CHALECO SALVAVIDAS (S,M,L)",chaleco salvavidas s m l,20.0,5875.0,5875.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,chaleco|salvavidas|s|m|l,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (93),30,QUOTATION,MACHETE PULIDO ESTANDAR CACHA NARANJA TRUPER,machete pulido estandar cacha naranja truper,6.0,1035.0,1035.0,RECONCILED_SUBTOTAL,False,False,False,Herramientas,Units,machete|pulido|estandar|cacha|naranja|truper,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (93),31,QUOTATION,HACHA MEDIA LABOR MANGO DE MADERA  DE 36''TRUPER,hacha media labor mango de madera de 36 truper,6.0,2909.4,2909.4,RECONCILED_SUBTOTAL,False,False,False,Herramientas,Units,hacha|media|labor|mango|madera|36|truper,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (93),32,QUOTATION,MEGAFONO DE MANO 25W GRABADORA Y BAT RECARGABLE,megafono de mano 25w grabadora y bat recargable,6.0,4692.82,4692.82,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,megafono|mano|25|w|grabadora|bat|recargable|25W,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (93),33,QUOTATION,SOGA DE CABUYA (R/ 33.07 LB),soga de cabuya r/ 33.07 lb,10.0,12317.8,12317.8,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,soga|cabuya|r/|33.07|lb|33.07 lb,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (93),34,QUOTATION,CAPA P/AGUA 1 PZA AMARILLA,capa p/agua 1 pza amarilla,60.0,875.0,875.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,capa|p/agua|1|pza|amarilla,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (93),35,QUOTATION,BOTIQUIN DE PRIMEROS AUXILIO,botiquin de primeros auxilio,12.0,830.0,830.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,botiquin|primeros|auxilio,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (93),36,QUOTATION,LINTERNA RECARGABLE 11 LED RAYOVAC,linterna recargable 11 led rayovac,20.0,1680.0,1680.0,RECONCILED_SUBTOTAL,False,False,False,Material eléctrico,Units,linterna|recargable|11|led|rayovac,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (93),37,QUOTATION,SILBATO C/CORDON,silbato c/cordon,200.0,970.0,970.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,silbato|c/cordon,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (93),38,QUOTATION,CINTA ANTIDESLIZANTE ADHESIVA NEGRA 5MM X 18M,cinta antideslizante adhesiva negra 5mm x 18m,15.0,2995.0,2995.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,cinta|antideslizante|adhesiva|negra|5|mm|x|18m,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (93),39,QUOTATION,CINTA DE PRECAUCION AMARILLA,cinta de precaucion amarilla,1.0,876.0,876.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,cinta|precaucion|amarilla,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (93),40,QUOTATION,CINTA REFLECTIVA GRADO DIAMANTE AMARILLA 2'' X 150'',cinta reflectiva grado diamante amarilla 2 x 150,3.0,7809.22,7809.22,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,cinta|reflectiva|grado|diamante|amarilla|2|x|150,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (93),41,QUOTATION,SEÑALIZACION DE RUTA DE EVACUACION A LA DERECHA MEDIDAS 12X6,senalizacion de ruta de evacuacion a la derecha medidas 12x6,30.0,2250.0,2250.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,senalizacion|ruta|evacuacion|a|derecha|medidas|12x6,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (93),42,QUOTATION,SEÑALIZACION DE PARE,senalizacion de pare,8.0,2900.0,2900.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,senalizacion|pare,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (93),43,QUOTATION,EXTINTORES ABC D/8.82 LB,extintores abc d/8.82 lb,10.0,5450.0,5450.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,extintores|abc|d/8.82|lb|8.82 lb,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (93),44,QUOTATION,"MAPA DE RD ACTUALIZADO AL 2025 FULL COLOR , 48'' X 60'', SUELTO EN BANNER C/ESTUCHE",mapa de rd actualizado al 2025 full color 48 x 60 suelto en banner c/estuche,1.0,17845.0,17845.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,mapa|rd|actualizado|al|2025|full|color|48,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (93),52,QUOTATION,Credito a 120 dias,credito a 120 dias,,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,credito|a|120|dias,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (93),53,QUOTATION,Entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,entrega|inmediata|una|vez|sea|enviada|orden|compras,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (93),79,QUOTATION,FIRMA AUTORIZADA,firma autorizada,,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,firma|autorizada,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (95),16,QUOTATION,"GOMAS MAXXIS 12 R22.5 UM958 16PR TL 152/148K COMBINADA, TH",gomas maxxis 12 r22.5 um958 16pr tl 152/148k combinada th,160.0,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,gomas|maxxis|12|r22.5|um958|16pr|tl|152/148k|UM958,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (95),17,QUOTATION,"SET GOMAS MAXXIS 750 R16 MA908 16PR 125/121L COMBINADA, SH",set gomas maxxis 750 r16 ma908 16pr 125/121l combinada sh,200.0,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,set|gomas|maxxis|750|r16|ma908|16pr|125/121l|MA908|121 l,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (95),18,QUOTATION,"GOMAS MAXXIS 11 R22.5 UM958 16PR TL 148/145K COMBINADA, TH",gomas maxxis 11 r22.5 um958 16pr tl 148/145k combinada th,50.0,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,gomas|maxxis|11|r22.5|um958|16pr|tl|148/145k|UM958,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (95),19,QUOTATION,"GOMAS MAXXIS 10 R22.5 UR288 14PR TL 144/142L CARRETERA, TH",gomas maxxis 10 r22.5 ur288 14pr tl 144/142l carretera th,20.0,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,gomas|maxxis|10|r22.5|ur288|14pr|tl|144/142l|UR288|142 l,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (95),34,QUOTATION,Credito a 120 dias,credito a 120 dias,,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,credito|a|120|dias,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (95),35,QUOTATION,Entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,entrega|inmediata|una|vez|sea|enviada|orden|compras,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (95),46,QUOTATION,FIRMA AUTORIZADA,firma autorizada,,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,firma|autorizada,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,CALCULO ASDE (3),5,UNKNOWN,FACT-B15-001,fact-b15-001,246234.14,272745.2,,PRICE_COLUMN_AMBIGUOUS,False,False,False,Ferretería,Units,fact-b15-001|FACT-B15-001,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (96),19,QUOTATION,MALLA 6X50-C9,malla 6x50-c9,35.0,15075.98,15075.98,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,malla|6x50-c9,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (96),20,QUOTATION,TUBO DE 2X20 P/MALLA,tubo de 2x20 p/malla,140.0,1958.0,1958.0,RECONCILED_SUBTOTAL,False,False,False,Plomería,Units,tubo|2x20|p/malla,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (96),21,QUOTATION,HILO PARA CORTADORA DE GRAMA  3.3MM X 237M htr5/podar truper,hilo para cortadora de grama 3.3mm x 237m htr5/podar truper,200.0,3500.0,3500.0,RECONCILED_SUBTOTAL,False,False,False,Herramientas,Units,hilo|para|cortadora|grama|3.3|mm|x|237m|HTR5,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (96),37,QUOTATION,Credito a 120 dias,credito a 120 dias,,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,credito|a|120|dias,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (96),38,QUOTATION,Entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,entrega|inmediata|una|vez|sea|enviada|orden|compras,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (96),58,QUOTATION,FIRMA AUTORIZADA,firma autorizada,,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,firma|autorizada,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,CALCULO ASDE (4),5,UNKNOWN,FACT-B15-125,fact-b15-125,395300.0,750563.45,,PRICE_COLUMN_AMBIGUOUS,False,False,False,Ferretería,Units,fact-b15-125|FACT-B15-125,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,CALCULO ASDE (4),6,UNKNOWN,FACT-B15-127,fact-b15-127,1441712.87,272745.2,,PRICE_COLUMN_AMBIGUOUS,False,False,False,Ferretería,Units,fact-b15-127|FACT-B15-127,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,CALCULO ASDE (4),8,UNKNOWN,FACT-B15-128,fact-b15-128,1641061.4,1798615.0,,PRICE_COLUMN_AMBIGUOUS,False,False,False,Ferretería,Units,fact-b15-128|FACT-B15-128,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,CALCULO ASDE (4),9,UNKNOWN,FACT-B15-129,fact-b15-129,435278.12,1389020.15,,PRICE_COLUMN_AMBIGUOUS,False,False,False,Ferretería,Units,fact-b15-129|FACT-B15-129,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,CALCULO ASDE (2),5,UNKNOWN,FACT-B15-125,fact-b15-125,395300.0,750563.45,,PRICE_COLUMN_AMBIGUOUS,False,False,False,Ferretería,Units,fact-b15-125|FACT-B15-125,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,CALCULO ASDE (2),6,UNKNOWN,FACT-B15-127,fact-b15-127,1441712.87,272745.2,,PRICE_COLUMN_AMBIGUOUS,False,False,False,Ferretería,Units,fact-b15-127|FACT-B15-127,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,CALCULO ASDE (2),8,UNKNOWN,FACT-B15-128,fact-b15-128,1641061.4,1798615.0,,PRICE_COLUMN_AMBIGUOUS,False,False,False,Ferretería,Units,fact-b15-128|FACT-B15-128,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,CALCULO ASDE (2),9,UNKNOWN,FACT-B15-129,fact-b15-129,435278.12,1389020.15,,PRICE_COLUMN_AMBIGUOUS,False,False,False,Ferretería,Units,fact-b15-129|FACT-B15-129,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (97),19,QUOTATION,"TABLETA SAMSUNG GALAXY TAB S6 LITE (2024) 10.4"", 
VELOCIDAD2.3GHZ, 1.7GHZ ,MEMORIA 4GB_64GB, 
ANDROID, WI-FI, BLUETOOTH, S PEN INCLUIDO, COVER TIPO PORTAFOLIO","tableta samsung galaxy tab s6 lite 2024 10.4"" velocidad2.3ghz 1.7ghz memoria 4gb 64gb android wi-fi bluetooth s pen incluido cover tipo portafolio",10.0,30480.62,30480.62,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,"tableta|samsung|galaxy|tab|s6|lite|2024|10.4""|VELOCIDAD2|10.4""",DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (97),37,QUOTATION,Credito a 120 dias,credito a 120 dias,,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,credito|a|120|dias,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (97),38,QUOTATION,Entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,entrega|inmediata|una|vez|sea|enviada|orden|compras,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (97),58,QUOTATION,FIRMA AUTORIZADA,firma autorizada,,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,firma|autorizada,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (98),18,QUOTATION,CEMENTO GRIS (AGLOMERANTE PORTLAND) SANTO DOMINGO  42.5 Kg/94 LB,cemento gris aglomerante portland santo domingo 42.5 kg/94 lb,2000.0,531.99,531.99,RECONCILED_SUBTOTAL,False,False,False,Construcción,Units,cemento|gris|aglomerante|portland|santo|domingo|42.5|kg/94|42.5 kg,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (98),45,QUOTATION,Credito a 120 dias,credito a 120 dias,,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,credito|a|120|dias,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (98),46,QUOTATION,Entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,entrega|inmediata|una|vez|sea|enviada|orden|compras,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (98),66,QUOTATION,FIRMA AUTORIZADA,firma autorizada,,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,firma|autorizada,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (99),35,QUOTATION,Credito a 120 dias,credito a 120 dias,,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,credito|a|120|dias,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (99),36,QUOTATION,Entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,entrega|inmediata|una|vez|sea|enviada|orden|compras,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (99),49,QUOTATION,FIRMA AUTORIZADA,firma autorizada,,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,firma|autorizada,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (100),18,QUOTATION,ALAMBRE #12,alambre 12,100.0,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,alambre|12,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (100),19,QUOTATION,ALAMBRE #10,alambre 10,25.0,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,alambre|10,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (100),20,QUOTATION,TAPE NEGRO,tape negro,10.0,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,tape|negro,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (100),21,QUOTATION,CONECTORES KIT,conectores kit,200.0,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,conectores|kit,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (100),22,QUOTATION,BREAKER DE 30,breaker de 30,100.0,,,MISSING_VALID_PRICE,False,False,False,Material eléctrico,Units,breaker|30,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (100),23,QUOTATION,BREAKER DE 60,breaker de 60,100.0,,,MISSING_VALID_PRICE,False,False,False,Material eléctrico,Units,breaker|60,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (100),24,QUOTATION,GUANTES DE PROTECCION,guantes de proteccion,20.0,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,guantes|proteccion,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (100),25,QUOTATION,CINTA ELECTRICA,cinta electrica,2.0,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,cinta|electrica,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (100),26,QUOTATION,ENLATE,enlate,100.0,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,enlate,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (100),27,QUOTATION,PLAYWOOD,playwood,30.0,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,playwood,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (100),28,QUOTATION,CONOS,conos,100.0,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,conos,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (100),29,QUOTATION,"INODOROS COMPLETOS INCLUYENDO FLUXOMENTO , TAPAS, Y VALVULAS.",inodoros completos incluyendo fluxomento tapas y valvulas.,5.0,,,MISSING_VALID_PRICE,False,False,False,Plomería,Units,inodoros|completos|incluyendo|fluxomento|tapas|valvulas.,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (100),30,QUOTATION,VALVULA TIPO FLUXOMETRO PARA INODORO,valvula tipo fluxometro para inodoro,15.0,,,MISSING_VALID_PRICE,False,False,False,Plomería,Units,valvula|tipo|fluxometro|para|inodoro,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (100),49,QUOTATION,Credito a 120 dias,credito a 120 dias,,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,credito|a|120|dias,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (100),50,QUOTATION,Entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,entrega inmediata una vez sea enviada la orden de compras firmada y sellada por las autoridades competentes,,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,entrega|inmediata|una|vez|sea|enviada|orden|compras,DOP
COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (100),63,QUOTATION,FIRMA AUTORIZADA,firma autorizada,,,,MISSING_VALID_PRICE,False,False,False,Ferretería,Units,firma|autorizada,DOP
COTIZACIONES_DORALEX_f72a.xlsx,Cotizacion,15,QUOTATION,MEZCLADORA P/LAVAMANOS MONOMANDO UREA,mezcladora p/lavamanos monomando urea,2.0,5450.0,5450.0,RECONCILED_SUBTOTAL,False,False,False,Plomería,Units,mezcladora|p/lavamanos|monomando|urea,DOP
COTIZACIONES_DORALEX_f72a.xlsx,Cotizacion,16,QUOTATION,LLAVE ANGULAR EASTAM 1/2'' X 3/8'',llave angular eastam 1/2 x 3/8,5.0,475.0,475.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,llave|angular|eastam|1/2|x|3/8|1/2,DOP
COTIZACIONES_DORALEX_f72a.xlsx,Cotizacion,17,QUOTATION,LLAVE EMPOTRAR NIBCO 1/2'' DE UN PUÑO URREA ORIGINAL,llave empotrar nibco 1/2 de un puno urrea original,3.0,5250.0,5250.0,RECONCILED_SUBTOTAL,False,False,False,Ferretería,Units,llave|empotrar|nibco|1/2|un|puno|urrea|original|1/2,DOP
