CANONICAL_ID,CANONICAL_NAME,TYPE,CATEGORY,UOM,BRAND,MODEL,SPECIFICATION,IS_FOOD,IS_MEAT,IS_SERVICE,COMPANY_SCOPE,CURRENT_ODOO_PRODUCT_ID,CURRENT_ODOO_NAME,CURRENT_LIST_PRICE,HISTORICAL_OCCURRENCES,HISTORICAL_MIN_PRICE,HISTORICAL_MAX_PRICE,FINAL_LIST_PRICE,MATCH_TYPE,SOURCE_FILES_COUNT,SOURCE_SHEETS_COUNT,ACTION,REVIEW_REASON,PRICE_RULE,MAX_PRICE_SOURCE_FILE,MAX_PRICE_SOURCE_SHEET,MAX_PRICE_SOURCE_ROW,MAX_PRICE_DOCUMENT_TYPE,MAX_PRICE_DESCRIPTION,MAX_PRICE_QTY,MAX_PRICE_UNIT_EXCL,MAX_PRICE_CURRENCY,IDENTITY_KEY,SOURCE_FILES
AG-1173,CAJAS DE Lamparas TUBOS DE 32,consu,Plomería,Units,,,,False,False,False,SHARED,,,,2,,,,NEW_PRODUCT,1,2,MANUAL_REVIEW,MISSING_VALID_PRICE,NO_PRICE,,,,,,,,,cajas|lamparas|tubos|32,COTIZACIONES_DORALEX_SRL_bb53.xlsx
AG-1174,Canaletas DE PARED,consu,Ferretería,Units,,,,False,False,False,SHARED,,,,2,,,,NEW_PRODUCT,1,2,MANUAL_REVIEW,MISSING_VALID_PRICE,NO_PRICE,,,,,,,,,canaletas|pared,COTIZACIONES_DORALEX_SRL_bb53.xlsx
AG-1175,Canaletas DE PISO,consu,Ferretería,Units,,,,False,False,False,SHARED,,,,2,,,,NEW_PRODUCT,1,2,MANUAL_REVIEW,MISSING_VALID_PRICE,NO_PRICE,,,,,,,,,canaletas|piso,COTIZACIONES_DORALEX_SRL_bb53.xlsx
AG-1176,Conectores DE CABLES Electricos,consu,Material eléctrico,Units,,,,False,False,False,SHARED,,,,2,,,,NEW_PRODUCT,1,2,MANUAL_REVIEW,MISSING_VALID_PRICE,NO_PRICE,,,,,,,,,conectores|cables|electricos,COTIZACIONES_DORALEX_SRL_bb53.xlsx
AG-1177,Cortadores DE Alambre,consu,Ferretería,Units,,,,False,False,False,SHARED,,,,2,,,,NEW_PRODUCT,1,2,MANUAL_REVIEW,MISSING_VALID_PRICE,NO_PRICE,,,,,,,,,cortadores|alambre,COTIZACIONES_DORALEX_SRL_bb53.xlsx
AG-1178,Destornilladores DE TRIA,consu,Herramientas,Units,,,,False,False,False,SHARED,,,,1,,,,NEW_PRODUCT,1,1,MANUAL_REVIEW,MISSING_VALID_PRICE,NO_PRICE,,,,,,,,,destornilladores|tria,COTIZACIONES_DORALEX_SRL_bb53.xlsx
AG-1179,Destornilladores PLANO,consu,Herramientas,Units,,,,False,False,False,SHARED,,,,1,,,,NEW_PRODUCT,1,1,MANUAL_REVIEW,MISSING_VALID_PRICE,NO_PRICE,,,,,,,,,destornilladores|plano,COTIZACIONES_DORALEX_SRL_bb53.xlsx
AG-1180,Enchufes,consu,Ferretería,Units,,,,False,False,False,SHARED,,,,1,,,,NEW_PRODUCT,1,1,MANUAL_REVIEW,MISSING_VALID_PRICE,NO_PRICE,,,,,,,,,enchufes,COTIZACIONES_DORALEX_SRL_bb53.xlsx
AG-1181,Lamaparas LED 12W PARA Interiores PLAFON,consu,Material eléctrico,Units,,,power=12W,False,False,False,SHARED,,,,2,,,,NEW_PRODUCT,1,2,MANUAL_REVIEW,MISSING_VALID_PRICE,NO_PRICE,,,,,,,,,lamaparas|led|12|w|para|interiores|plafon|12W,COTIZACIONES_DORALEX_SRL_bb53.xlsx
AG-1182,Lamapra LED DE POSTES Solares 120W,consu,Material eléctrico,Units,,,power=120W,False,False,False,SHARED,,,,2,,,,NEW_PRODUCT,1,2,MANUAL_REVIEW,MISSING_VALID_PRICE,NO_PRICE,,,,,,,,,lamapra|led|postes|solares|120|w|120W,COTIZACIONES_DORALEX_SRL_bb53.xlsx
