RAW,NORMALIZED,IDENTITY,BRAND,IS_SERVICE,IS_FOOD,IS_MEAT
MARCO DE SEGUETA TRUPER,marco de segueta truper,marco|segueta|truper,Truper,False,False,False
"DISCO DE CORTE MADERA STANLEY 10""  40T","disco de corte madera stanley 10"" 40t","disco|corte|madera|stanley|10""|40t|10""",,False,False,False
"DISCO DE CORTE STANLEY 12""  40T","disco de corte stanley 12"" 40t","disco|corte|stanley|12""|40t|12""",,False,False,False
ADAPTADOE DE RUTER DE 1/2 A UN 1/4,adaptadoe de ruter de 1/2 a un 1/4,adaptadoe|ruter|1/2|a|un|1/4|1/2,,False,False,False
PISTOLA PARA PINTAR TRUPER COD.1900,pistola para pintar truper cod.1900,pistola|para|pintar|truper|cod.1900,Truper,False,False,False
CINTA METRICA 5MTS TRUPER 15388,cinta metrica 5mts truper 15388,cinta|metrica|5mts|truper|15388,Truper,False,False,False
GUANTE GOMA NEGRO IND (10L Y 10M),guante goma negro ind 10l y 10m,guante|goma|negro|ind|10l|10m|10 l,,False,False,False
GUANTE OBRERO NARANJA TRUPER 14246,guante obrero naranja truper 14246,guante|obrero|naranja|truper|14246,Truper,False,False,False
PROTECCION AUDITIVA TRUPER 14257,proteccion auditiva truper 14257,proteccion|auditiva|truper|14257,Truper,False,False,False
Preliminares,preliminares,preliminares,,False,False,False
Limpieza de Techo,limpieza de techo,limpieza|techo,,True,False,False
Bote de Material,bote de material,bote|material,,True,False,False
Acondicionamiento de techo con mortero,acondicionamiento de techo con mortero,acondicionamiento|techo|mortero,,False,False,False
Impermiabilizante,impermiabilizante,impermiabilizante,,False,False,False
"Impermiabilizacion de techo, a base de Lona Asfaltica 4kg granular (5mm) de espesor y terminado",impermiabilizacion de techo a base de lona asfaltica 4kg granular 5mm de espesor y terminado,impermiabilizacion|techo|a|base|lona|asfaltica|4|kg|4 kg,,False,False,False
Ventana y puerta,ventana y puerta,ventana|puerta,,False,False,False
Puerta comercial 2.10X2 m con Dintel y panos fijo laterales,puerta comercial 2.10x2 m con dintel y panos fijo laterales,puerta|comercial|2.10x2|m|dintel|panos|fijo|laterales,,False,False,False
Puerta polimetal 2.10x1 m,puerta polimetal 2.10x1 m,puerta|polimetal|2.10x1|m,,False,False,False
Puerta polimetal 2.10x0.90 m,puerta polimetal 2.10x0.90 m,puerta|polimetal|2.10x0.90|m,,False,False,False
Ventana Salomonica AA 1.10X1.30 m,ventana salomonica aa 1.10x1.30 m,ventana|salomonica|aa|1.10x1.30|m,,False,False,False
Ventana Salomonica AA 1.50X1.60 m,ventana salomonica aa 1.50x1.60 m,ventana|salomonica|aa|1.50x1.60|m,,False,False,False
Ventana Salomonica AA 1X1.60 m,ventana salomonica aa 1x1.60 m,ventana|salomonica|aa|1x1.60|m,,False,False,False
Ventana Salomonica AA 1.50X1.50 m,ventana salomonica aa 1.50x1.50 m,ventana|salomonica|aa|1.50x1.50|m,,False,False,False
Ventana Salomonica AA 1.60X1.60 m,ventana salomonica aa 1.60x1.60 m,ventana|salomonica|aa|1.60x1.60|m,,False,False,False
Construccion Pandereta p/division en Sheetrock,construccion pandereta p/division en sheetrock,construccion|pandereta|p/division|sheetrock,,False,False,False
Muro (Pandereta) en Sheetrock,muro pandereta en sheetrock,muro|pandereta|sheetrock,,False,False,False
Mocheta y canto Muro (Pandereta) en Sheetrock,mocheta y canto muro pandereta en sheetrock,mocheta|canto|muro|pandereta|sheetrock,,False,False,False
Pintura,pintura,pintura,,False,False,False
Pintura semi-Gloss (Dos Manos),pintura semi-gloss dos manos,pintura|semi-gloss|dos|manos,,False,False,False
DIRECCION TECNICA,direccion tecnica,direccion|tecnica,,False,False,False
SUPERVISION,supervision,supervision,,False,False,False
CODIA,codia,codia,,False,False,False
LEY 686,ley 686,ley|686,,False,False,False
TRANSPORTE,transporte,transporte,,False,False,False
PALA CUADRADA TRUPER 17161,pala cuadrada truper 17161,pala|cuadrada|truper|17161,Truper,False,False,False
2812013 RECOGEDOR LINDA C/PALO  PALOS 32 PULG LINDA,2812013 recogedor linda c/palo palos 32 pulg linda,"2812013|recogedor|linda|c/palo|palos|32|pulg|linda|32""",LG,False,False,False
RASTRILLO PLASTICO,rastrillo plastico,rastrillo|plastico,,False,False,False
BOTA DE GOMA DEL #39 AL #45 LARGA NEGRA DINOSAURIO,bota de goma del 39 al 45 larga negra dinosaurio,bota|goma|39|al|45|larga|negra|dinosaurio,,False,False,False
CAPA P/AGUA 1 PZA AMARILLA,capa p/agua 1 pza amarilla,capa|p/agua|1|pza|amarilla,,False,False,False
CASCO SEGURIDAD BLANCO  201758 CLIMAX,casco seguridad blanco 201758 climax,casco|seguridad|blanco|201758|climax,,False,False,False
CHALECO REFLEC SEG MAMEY (L),chaleco reflec seg mamey l,chaleco|reflec|seg|mamey|l,,False,False,False
GUANTES DE CUERO (CARNAZA),guantes de cuero carnaza,guantes|cuero|carnaza,,False,False,False
GUANTES PLASTICOS DESECHABLES 100PCS/1,guantes plasticos desechables 100pcs/1,guantes|plasticos|desechables|100pcs/1,,False,False,False
LIMA TRIANG P/SIERRA DE 8  4081 BELLOTA 10/1,lima triang p/sierra de 8 4081 bellota 10/1,lima|triang|p/sierra|8|4081|bellota|10/1|10/1,,False,False,False
LENTE SEGURIDAD TRANSPARENTE,lente seguridad transparente,lente|seguridad|transparente,,False,False,False
"HILO PARA CORTAGRAMA 15 MTS  HTA-80(1153) 
TRUPER",hilo para cortagrama 15 mts hta-80 1153 truper,hilo|para|cortagrama|15|mts|hta-80|1153|truper,Truper,False,False,False
CABLE #10 AWG THHN NEGRO,cable 10 awg thhn negro,cable|10|awg|thhn|negro,,False,False,False
CABLE #10 AWG THHN BLANCO,cable 10 awg thhn blanco,cable|10|awg|thhn|blanco,,False,False,False
CABLE #10 AWG THHN VERDE,cable 10 awg thhn verde,cable|10|awg|thhn|verde,,False,False,False
CABLE #12 AWG THHN BLANCO,cable 12 awg thhn blanco,cable|12|awg|thhn|blanco,,False,False,False
CABLE #12 AWG THHN RO JO,cable 12 awg thhn ro jo,cable|12|awg|thhn|ro|jo,,False,False,False
PL MDF 1/2  HIDROFUGO BRAZIL DURATEX,pl mdf 1/2 hidrofugo brazil duratex,pl|mdf|1/2|hidrofugo|brazil|duratex|1/2,,False,False,False
PL MDF 3/8 HIDROFUGO BRAZIL,pl mdf 3/8 hidrofugo brazil,pl|mdf|3/8|hidrofugo|brazil|3/8,,False,False,False
PL PLYWOOD 1/2 PINO S/CARA,pl plywood 1/2 pino s/cara,pl|plywood|1/2|pino|s/cara|1/2,,False,False,False
PL PLYWOOD 3/8 PINO S/CARA,pl plywood 3/8 pino s/cara,pl|plywood|3/8|pino|s/cara|3/8,,False,False,False
COLA AMARILLA UNIVERSAL (105 oz),cola amarilla universal 105 oz,cola|amarilla|universal|105|oz,,False,False,False
TROPICAL LACA NATURAL BRILLO,tropical laca natural brillo,tropical|laca|natural|brillo,Tropical,False,False,False
THINNER  TH-900 TROPICAL,thinner th-900 tropical,thinner|th-900|tropical|TH-900,Tropical,False,False,False
RETARDADOR TROPICAL,retardador tropical,retardador|tropical,Tropical,False,False,False
PRIMER PARA MADERA BLANCO  /RELLENO POWER RIDER 2014,primer para madera blanco /relleno power rider 2014,primer|para|madera|blanco|/relleno|power|rider|2014,,False,False,False
LACA PIGMENTADA BLANCA TROPICAL (6159),laca pigmentada blanca tropical 6159,laca|pigmentada|blanca|tropical|6159,Tropical,False,False,False
SEALER TROPICAL  (6158),sealer tropical 6158,sealer|tropical|6158,Tropical,False,False,False
BARPICOLOR  605 1LT CAOBA  #2 MD BARPIMO,barpicolor 605 1lt caoba 2 md barpimo,barpicolor|605|1lt|caoba|2|md|barpimo,,False,False,False
BARPICOLOR 605 1LT CAOBA  #3 MD BARPIMO,barpicolor 605 1lt caoba 3 md barpimo,barpicolor|605|1lt|caoba|3|md|barpimo,,False,False,False
CAJA DE CLAVOS F-25 (1),caja de clavos f-25 1,caja|clavos|f-25|1,,False,False,False
PAR BISAGRAS DE PRESION CAOBA AC,par bisagras de presion caoba ac,par|bisagras|presion|caoba|ac,,False,False,False
DISCO DE PULIDORA NORTON #50,disco de pulidora norton 50,disco|pulidora|norton|50,,False,False,False
DISCO DE PULIDORA NORTON #60,disco de pulidora norton 60,disco|pulidora|norton|60,,False,False,False
DISCO DE PULIDORA NORTON #80,disco de pulidora norton 80,disco|pulidora|norton|80,,False,False,False
DISCO DE PULIDORA NORTON #100,disco de pulidora norton 100,disco|pulidora|norton|100,,False,False,False
PLIEGO DE LIJA ESMERIL NORTON #60,pliego de lija esmeril norton 60,pliego|lija|esmeril|norton|60,,False,False,False
PLIEGO DE LIJA ESMERIL NORTON #100,pliego de lija esmeril norton 100,pliego|lija|esmeril|norton|100,,False,False,False
PLIEGO DE LIJA ESMERIL NORTON #120,pliego de lija esmeril norton 120,pliego|lija|esmeril|norton|120,,False,False,False
LIJA AGUA DEERFOS #240 AC768,lija agua deerfos 240 ac768,lija|agua|deerfos|240|ac768|AC768,,False,False,False
LIJA AGUA DEERFOS #120 CC768,lija agua deerfos 120 cc768,lija|agua|deerfos|120|cc768|CC768,,False,False,False
LIJA AGUA DEERFOS #220 AC768,lija agua deerfos 220 ac768,lija|agua|deerfos|220|ac768|AC768,,False,False,False
SUSTACHE BLANCO 54 Y/D,sustache blanco 54 y/d,sustache|blanco|54|y/d,,False,False,False
GOMA DE 1/2 BLANCA,goma de 1/2 blanca,goma|1/2|blanca|1/2,,False,False,False
TORNILLO DIABLITO 6x 1 1/2 PULGADA,tornillo diablito 6x 1 1/2 pulgada,"tornillo|diablito|6x|1|1/2|pulgada|1/2|2""",LG,False,False,False
TORNILLO DIABLITO 6x 2 PULGADA,tornillo diablito 6x 2 pulgada,"tornillo|diablito|6x|2|pulgada|2""",LG,False,False,False
MANIJA TIPO PUNO PARA ATAUD,manija tipo puno para ataud,manija|tipo|puno|para|ataud,,False,False,False
1/4 PASTA ACRILICA CANO  (32 OZ),1/4 pasta acrilica cano 32 oz,1/4|pasta|acrilica|cano|32|oz|1/4,Cano,False,False,False
EXTRACTOR DAIWA 25A VEW 10'' PARED,extractor daiwa 25a vew 10 pared,extractor|daiwa|25a|vew|10|pared,Daiwa,False,False,False
BOMBILLO INFRAROJO 250W 120V,bombillo infrarojo 250w 120v,bombillo|infrarojo|250|w|120v|250W,,False,False,False
PENETRANTE (9.6ONZ) WD-40,penetrante 9.6onz wd-40,penetrante|9.6onz|wd-40,,False,False,False
MASCARILLA CON FILTRO DOBLE TRUPER,mascarilla con filtro doble truper,mascarilla|filtro|doble|truper,Truper,False,False,False
MASCARILLA RESPIRADOR PARA PARTICULAS,mascarilla respirador para particulas,mascarilla|respirador|para|particulas,,False,False,False
GAFAS DE PROTECCION,gafas de proteccion,gafas|proteccion,,False,False,False
PROTECTOR AUDITIVO 100/1,protector auditivo 100/1,protector|auditivo|100/1|100/1,,False,False,False
PISTOLA MECANICA PARA SOPLETEAR PISO-1 TRUPER,pistola mecanica para sopletear piso-1 truper,pistola|mecanica|para|sopletear|piso-1|truper,Truper,False,False,False
CEPILLO DE ALAMBRE TRUPER 4 X 16 CEA-54,cepillo de alambre truper 4 x 16 cea-54,cepillo|alambre|truper|4|x|16|cea-54,Truper,False,False,False
CEMENTO P/CERAMICA 50LBS  GRIS PEGAFORTE,cemento p/ceramica 50lbs gris pegaforte,cemento|p/ceramica|50|lb|gris|pegaforte|50 lbs,,False,False,False
ALAMBRE CAL 18 GALVANIZADO ASTM A641,alambre cal 18 galvanizado astm a641,alambre|cal|18|galvanizado|astm|a641|A641,,False,False,False
ALAMBRE GALVANIZADO C-18  C-18 GENERICO,alambre galvanizado c-18 c-18 generico,alambre|galvanizado|c-18|c-18|generico,Generico,False,False,False
CABLE #10 AWG THHN NEGRO,cable 10 awg thhn negro,cable|10|awg|thhn|negro,,False,False,False
CABLE #12 AWG THHN BLANCO,cable 12 awg thhn blanco,cable|12|awg|thhn|blanco,,False,False,False
CABLE VINYL 10/2 UF TW GRIS CORDIFLEX,cable vinyl 10/2 uf tw gris cordiflex,cable|vinyl|10/2|uf|tw|gris|cordiflex|10/2,,False,False,False
ALAMBRE DE VINIL 12/2 AWG PHELPS DODGE,alambre de vinil 12/2 awg phelps dodge,alambre|vinil|12/2|awg|phelps|dodge|12/2,,False,False,False
ALAMBRE DE GOMA 12/2,alambre de goma 12/2,alambre|goma|12/2|12/2,,False,False,False
ALAMBRE DE GOMA #10/2 AWG,alambre de goma 10/2 awg,alambre|goma|10/2|awg|10/2,,False,False,False
ALAMBRE DE VINIL 14/2 AWG PHELPS DODGE,alambre de vinil 14/2 awg phelps dodge,alambre|vinil|14/2|awg|phelps|dodge|14/2,,False,False,False
CABLE GOMA 14/2 SJTW NEGRO,cable goma 14/2 sjtw negro,cable|goma|14/2|sjtw|negro|14/2,,False,False,False
CABLE GOMA 8/3 SJTW NEGRO,cable goma 8/3 sjtw negro,cable|goma|8/3|sjtw|negro|8/3,,False,False,False
PINZA DE CORTE PICO LARGO 8  10306 KENDO,pinza de corte pico largo 8 10306 kendo,pinza|corte|pico|largo|8|10306|kendo,,False,False,False
ALICATE P/ELECTRICISTA 8''  10113 KENDO,alicate p/electricista 8 10113 kendo,alicate|p/electricista|8|10113|kendo,,False,False,False
ANGULAR DE 1-1/2* 1/4,angular de 1-1/2 1/4,angular|1-1/2|1/4|1/2,,False,False,False
ARMARIO DE METAL DE 2 PUERTAS 15x33x72,armario de metal de 2 puertas 15x33x72,armario|metal|2|puertas|15x33x72,,False,False,False
BARRA P/HACER HOYO 1''x6'  BAP-175 TRUPER,barra p/hacer hoyo 1 x6 bap-175 truper,barra|p/hacer|hoyo|1|x6|bap-175|truper|BAP-175,Truper,False,False,False
BARRA REDONDA 5/8''x20'  ATADO-106 UD) GENERICO,barra redonda 5/8 x20 atado-106 ud generico,barra|redonda|5/8|x20|atado-106|ud|generico|5/8,Generico,False,False,False
BASE P/ FOTO CELDA VOLTECK,base p/ foto celda volteck,base|p/|foto|celda|volteck,,False,False,False
BOMBILLO LUZ BLANCA 65W VOLTECK,bombillo luz blanca 65w volteck,bombillo|luz|blanca|65|w|volteck|65W,,False,False,False
BOMBILLO METAL HALIDE 1500W,bombillo metal halide 1500w,bombillo|metal|halide|1500|w|1500W,,False,False,False
BOMBILLO METAL HALIDE 1000W,bombillo metal halide 1000w,bombillo|metal|halide|1000|w|1000W,,False,False,False
BOMBILLO HALOGENO 250W 120V,bombillo halogeno 250w 120v,bombillo|halogeno|250|w|120v|250W,,False,False,False
"BOMBILLAS DE 150 W ,HPS (HIGH PRESSURE SODIUM)",bombillas de 150 w hps high pressure sodium,bombillas|150|w|hps|high|pressure|sodium|150W,HP,False,False,False
BRAZO GALV. 6FT,brazo galv. 6ft,brazo|galv.|6ft|6 pies,,False,False,False
BREAKER GE 1P 20A GRUESO,breaker ge 1p 20a grueso,breaker|ge|1p|20a|grueso,,False,False,False
BREAKER GE 1P 30A GRUESO,breaker ge 1p 30a grueso,breaker|ge|1p|30a|grueso,,False,False,False
BOTA DE GOMA DEL #39 AL #45 LARGA NEGRA DINOSAURIO,bota de goma del 39 al 45 larga negra dinosaurio,bota|goma|39|al|45|larga|negra|dinosaurio,,False,False,False
BOLSAS DE BASURA,bolsas de basura,bolsas|basura,,False,False,False
BROCHA DE 2 1/2'' ATLAS,brocha de 2 1/2 atlas,brocha|2|1/2|atlas|1/2,,False,False,False
BROCHA DE 3'' EMTOP,brocha de 3 emtop,brocha|3|emtop,,False,False,False
BROCHA DE 4'''EMTOP,brocha de 4 emtop,brocha|4|emtop,,False,False,False
BLOCK DE 6'' BISONO,block de 6 bisono,block|6|bisono,,False,False,False
TIZA DE CERA P/MARCAR ROJA  ROJA GENERICO,tiza de cera p/marcar roja roja generico,tiza|cera|p/marcar|roja|roja|generico,Generico,False,False,False
CAJA BREAKER GE 2 A 4,caja breaker ge 2 a 4,caja|breaker|ge|2|a|4,,False,False,False
CAJA DE BREAKER 4/8,caja de breaker 4/8,caja|breaker|4/8|4/8,,False,False,False
CARRETILLA TRUPER,carretilla truper,carretilla|truper,Truper,False,False,False
CARRETILLLA REFORZADA PARA ASFALTO TRAMOTINA,carretillla reforzada para asfalto tramotina,carretillla|reforzada|para|asfalto|tramotina,,False,False,False
CEDAZO DE ARENA,cedazo de arena,cedazo|arena,,False,False,False
CHALECO REFLEC SEG MAMEY,chaleco reflec seg mamey,chaleco|reflec|seg|mamey,,False,False,False
CINCEL PLANO 3/4x12 (18x300)  5825 BELLOTA,cincel plano 3/4x12 18x300 5825 bellota,cincel|plano|3/4x12|18x300|5825|bellota,,False,False,False
CINCEL PUNTA 3/4x12'' (18x300)  5821 BELLOTA,cincel punta 3/4x12 18x300 5821 bellota,cincel|punta|3/4x12|18x300|5821|bellota,,False,False,False
CINTA DE MEDIR ELECTRICA GUIA-30 DE TRUPER,cinta de medir electrica guia-30 de truper,cinta|medir|electrica|guia-30|truper,Truper,False,False,False
CINTA METRICA 30MT  35166 KENDO,cinta metrica 30mt 35166 kendo,cinta|metrica|30|mt|35166|kendo,,False,False,False
CINTA METRICA 8MTS  14579-FH-8M TRUPER,cinta metrica 8mts 14579-fh-8m truper,cinta|metrica|8mts|14579-fh-8m|truper,Truper,False,False,False
CIZALLA PROF 36'' (CP-36X)  12835 TRUPER,cizalla prof 36 cp-36x 12835 truper,cizalla|prof|36|cp-36x|12835|truper,Truper,False,False,False
CLAVO ACERO 2 1/2''  ACERO GENERICO,clavo acero 2 1/2 acero generico,clavo|acero|2|1/2|acero|generico|1/2,Generico,False,False,False
CLAVO ACERO 3''  ACERO GENERICO,clavo acero 3 acero generico,clavo|acero|3|acero|generico,Generico,False,False,False
CLAVO CORRIENTE 2 1/2X10  2999 GENERICO,clavo corriente 2 1/2x10 2999 generico,clavo|corriente|2|1/2x10|2999|generico,Generico,False,False,False
CLAVO CORRIENTE 3X9  2816 GENERICO,clavo corriente 3x9 2816 generico,clavo|corriente|3x9|2816|generico,Generico,False,False,False
CONECTORES PARA TRIPLEX 2/0 GENERICO,conectores para triplex 2/0 generico,conectores|para|triplex|2/0|generico|2/0,Generico,False,False,False
CONO PVC 70 CM CON REFLECTIVO,cono pvc 70 cm con reflectivo,cono|pvc|70|cm|reflectivo,,False,False,False
CUBO DE GOMA #10,cubo de goma 10,cubo|goma|10,,False,False,False
DISCO CORTE METAL INOX 7x1/16  7x1/16 METABO,disco corte metal inox 7x1/16 7x1/16 metabo,disco|corte|metal|inox|7x1/16|7x1/16|metabo,,False,False,False
DISCO CORTE METAL INOX 9x5/64  9x5/64 METABO,disco corte metal inox 9x5/64 9x5/64 metabo,disco|corte|metal|inox|9x5/64|9x5/64|metabo,,False,False,False
ESCUADRA DE 24  45-600 STANLEY,escuadra de 24 45-600 stanley,escuadra|24|45-600|stanley,,False,False,False
"ESCALERA F/ VIDRIO T/TIJERA 12  FTR-12 MAMEY 
ESCALUMEX",escalera f/ vidrio t/tijera 12 ftr-12 mamey escalumex,escalera|f/|vidrio|t/tijera|12|ftr-12|mamey|escalumex,,False,False,False
"ESCALERA F/ VIDRIO T/TIJERA 8  FTS-8 VERDE 
ESCALUMEX",escalera f/ vidrio t/tijera 8 fts-8 verde escalumex,escalera|f/|vidrio|t/tijera|8|fts-8|verde|escalumex,,False,False,False
ESCOBA PLASTICA MEDIANA  600026 LAMARIA,escoba plastica mediana 600026 lamaria,escoba|plastica|mediana|600026|lamaria,,False,False,False
ESCOBILLON PLASTICO FIBRA LEOPARDO,escobillon plastico fibra leopardo,escobillon|plastico|fibra|leopardo,,False,False,False
FOTO CELDA  FISHER,foto celda fisher,foto|celda|fisher,,False,False,False
GUANTES PARA ELECTRICOS,guantes para electricos,guantes|para|electricos,,False,False,False
GUANTES DE NITRILO MANGA CORTA,guantes de nitrilo manga corta,guantes|nitrilo|manga|corta,,False,False,False
GUANTE EXTRA GRIP  XL  400XL GRX,guante extra grip xl 400xl grx,guante|extra|grip|xl|400xl|grx,,False,False,False
GUANTES PUNTO PVC 10  76133 KENDO,guantes punto pvc 10 76133 kendo,guantes|punto|pvc|10|76133|kendo,,False,False,False
"JUEGO DE DESTORNILLADORES 8 EN 1  85115 
KENDO",juego de destornilladores 8 en 1 85115 kendo,juego|destornilladores|8|1|85115|kendo,,False,False,False
JUEGO DE LLAVE ALLEN TRUPER 15556,juego de llave allen truper 15556,juego|llave|allen|truper|15556,Truper,False,False,False
LLAVE STILSON 12''  50183 KENDO,llave stilson 12 50183 kendo,llave|stilson|12|50183|kendo,,False,False,False
LAMPARA LED T/COBRA 100W EMSOL,lampara led t/cobra 100w emsol,lampara|led|t/cobra|100|w|emsol|100W,,False,False,False
LAMPARA TIPO COBRA 150 W,lampara tipo cobra 150 w,lampara|tipo|cobra|150|w|150W,,False,False,False
LAMPARA LED T/COBRA 200W EMSOL,lampara led t/cobra 200w emsol,lampara|led|t/cobra|200|w|emsol|200W,,False,False,False
REFLECTOR DE 500 W LED,reflector de 500 w led,reflector|500|w|led|500W,,False,False,False
LLANA LISA M/MADERA (LLM-6L)  15406 TRUPER,llana lisa m/madera llm-6l 15406 truper,llana|lisa|m/madera|llm-6l|15406|truper|6 l,Truper,False,False,False
MALLA 6X50-C9,malla 6x50-c9,malla|6x50-c9,,False,False,False
MANDARRIA C/MANGO 16 LBS  MD-16M TRUPER,mandarria c/mango 16 lbs md-16m truper,mandarria|c/mango|16|lb|md-16m|truper|16 lbs,Truper,False,False,False
"MORTERO P/PANETE NORMAL100L P.50  NORMAL 
(A-12) ANTILLANA",mortero p/panete normal100l p.50 normal a-12 antillana,mortero|p/panete|normal100l|p.50|normal|a-12|antillana|NORMAL100L|100 l,,False,False,False
MARTILLO TRUPER 16OZ MAR-16 19710,martillo truper 16oz mar-16 19710,martillo|truper|16oz|mar-16|19710,Truper,False,False,False
BARRENA 1/2X6 CONCRETO IRWIN 14169,barrena 1/2x6 concreto irwin 14169,barrena|1/2x6|concreto|irwin|14169,,False,False,False
BARRENA 1/4X6 CONCRETO IRWIN 14153 T/H,barrena 1/4x6 concreto irwin 14153 t/h,barrena|1/4x6|concreto|irwin|14153|t/h,,False,False,False
BARRENA 3/16 X 3 1/2 CONCRETO IRWIN IW977,barrena 3/16 x 3 1/2 concreto irwin iw977,barrena|3/16|x|3|1/2|concreto|irwin|iw977|3/16|IW977,,False,False,False
BARRENA 3/8 CONCRETO IRWIN,barrena 3/8 concreto irwin,barrena|3/8|concreto|irwin|3/8,,False,False,False
MEDIDOR DISTANCIA LASER 60MT  35532 KENDO,medidor distancia laser 60mt 35532 kendo,medidor|distancia|laser|60|mt|35532|kendo,,False,False,False
MOTAS ANTIGOTAS 9'' EM,motas antigotas 9 em,motas|antigotas|9|em,,False,False,False
"NIVEL MEDIANO KENDO MODELO 35256 DE 32""","nivel mediano kendo modelo 35256 de 32""","nivel|mediano|kendo|modelo|35256|32""|32""",,False,False,False
"ODOMETRO MEDIR DISTANCIA METRO  15830 
TRUPER",odometro medir distancia metro 15830 truper,odometro|medir|distancia|metro|15830|truper,Truper,False,False,False
PALA CUADRADA TRUPER 17161,pala cuadrada truper 17161,pala|cuadrada|truper|17161,Truper,False,False,False
PALA DE CORTE C/MANGO  77424/404 TRAMONTINA,pala de corte c/mango 77424/404 tramontina,pala|corte|c/mango|77424/404|tramontina|77424/404,,False,False,False
PALA REDONDA C/MANGO  17160PRY-P TRUPER,pala redonda c/mango 17160pry-p truper,pala|redonda|c/mango|17160pry-p|truper,Truper,False,False,False
"ZAPAPICO CON MANGO 5LBS  77303/553 
TRAMONTINA",zapapico con mango 5lbs 77303/553 tramontina,zapapico|mango|5|lb|77303/553|tramontina|77303/553|5 lbs,,False,False,False
PALO P/PARA PICO,palo p/para pico,palo|p/para|pico,,False,False,False
PALA DE CORTE TRUPER 17162,pala de corte truper 17162,pala|corte|truper|17162,Truper,False,False,False
PINZA DE PUNTA 8 PRETUL 22627,pinza de punta 8 pretul 22627,pinza|punta|8|pretul|22627,,False,False,False
PORTA ROLO PA-576-19 LANCO,porta rolo pa-576-19 lanco,porta|rolo|pa-576-19|lanco|PA-576-19,,False,False,False
THINNER  TH-900 TROPICAL,thinner th-900 tropical,thinner|th-900|tropical|TH-900,Tropical,False,False,False
VARA PARA EXTENSION BYP,vara para extension byp,vara|para|extension|byp,,False,False,False
PLANA P/ALBAÑIL 7''  45204 KENDO,plana p/albanil 7 45204 kendo,plana|p/albanil|7|45204|kendo,,False,False,False
PULIDORA  4 1/2 - 1 000W  STGS1011 STANLEY,pulidora 4 1/2 - 1 000w stgs1011 stanley,pulidora|4|1/2|-|1|000|w|stgs1011|1/2|STGS1011|000W,,False,False,False
RASTRILLO DE ASFALTO PRETUL,rastrillo de asfalto pretul,rastrillo|asfalto|pretul,,False,False,False
DISLUIDO ASFALTICO RC2 5GL,disluido asfaltico rc2 5gl,disluido|asfaltico|rc2|5|gal|5 gl,,False,False,False
ROSETA DE PORCELANA LEVITON,roseta de porcelana leviton,roseta|porcelana|leviton,,False,False,False
SIERRA CIRCULAR 7-1/4 1500W  10A  DWE.5615,sierra circular 7-1/4 1500w 10a dwe.5615,sierra|circular|7-1/4|1500|w|10a|dwe.5615|1/4|1500W,,False,False,False
VARILLA P/SOLDAR 3/32 C/10LBS  E-6013 UNIVERSAL,varilla p/soldar 3/32 c/10lbs e-6013 universal,varilla|p/soldar|3/32|c/10|lb|e-6013|universal|3/32|E-6013|10 lbs,,False,False,False
VARILLA P/SOLDAR 1/8 C/10LBS  E-7018 UNIVERSAL,varilla p/soldar 1/8 c/10lbs e-7018 universal,varilla|p/soldar|1/8|c/10|lb|e-7018|universal|1/8|E-7018|10 lbs,,False,False,False
"PINTURA SPRAY ROJO CHINO 23   SCARLATA 
SMARTLIFE",pintura spray rojo chino 23 scarlata smartlife,pintura|spray|rojo|chino|23|scarlata|smartlife,,False,False,False
TALADRO ROTAMARTILLO 1/2 1200W,taladro rotamartillo 1/2 1200w,taladro|rotamartillo|1/2|1200|w|1/2|1200W,,False,False,False
TALADRO TRUPER 1/2 600W,taladro truper 1/2 600w,taladro|truper|1/2|600|w|1/2|600W,Truper,False,False,False
TAPE DE VINIL 3M-33 SCOTCH,tape de vinil 3m-33 scotch,tape|vinil|3m-33|scotch,,False,False,False
TAPE NEGRO DE GOMA ELECTRICO  SCOTCH  3M,tape negro de goma electrico scotch 3m,tape|negro|goma|electrico|scotch|3m,,False,False,False
TORNILLO HEXAGONAL 5/8X2,tornillo hexagonal 5/8x2,tornillo|hexagonal|5/8x2,,False,False,False
TUERCA DE 5/8,tuerca de 5/8,tuerca|5/8|5/8,,False,False,False
ARANDELA PLANA 5/8,arandela plana 5/8,arandela|plana|5/8|5/8,,False,False,False
AMPERIMETRO DIGITAL  MUT-202 TRUPER,amperimetro digital mut-202 truper,amperimetro|digital|mut-202|truper|MUT-202,Truper,False,False,False
TUBO PVC 12X19  SDR41 CORVI,tubo pvc 12x19 sdr41 corvi,tubo|pvc|12x19|sdr41|corvi|SDR41,,False,False,False
TUBO PVC 8X19  SDR41 CORVI,tubo pvc 8x19 sdr41 corvi,tubo|pvc|8x19|sdr41|corvi|SDR41,,False,False,False
VALLA DE SENALIZACION EN METAL (HOMBRES TRABAJANDO),valla de senalizacion en metal hombres trabajando,valla|senalizacion|metal|hombres|trabajando,,False,False,False
VARILLA 1/2'',varilla 1/2,varilla|1/2|1/2,,False,False,False
VARILLA 3/8'',varilla 3/8,varilla|3/8|3/8,,False,False,False
VARILLA 1/4'',varilla 1/4,varilla|1/4|1/4,,False,False,False
BLOCK DE 8''  FRABRICA P.108,block de 8 frabrica p.108,block|8|frabrica|p.108,,False,False,False
