RAW,NORMALIZED,IDENTITY,BRAND,IS_SERVICE,IS_FOOD,IS_MEAT
BATERIAS PARA INVERSORES,baterias para inversores,baterias|para|inversores,,False,False,False
ABANICO DE PARED,abanico de pared,abanico|pared,,False,False,False
EXTRACTOR DE AIRE,extractor de aire,extractor|aire,,False,False,False
PERFIL CUADRADO NO. 3 NEGRO GRUESO,perfil cuadrado no. 3 negro grueso,perfil|cuadrado|no.|3|negro|grueso,,False,False,False
PERFIL CUADRADO NO. 3*1-1/2 NEGRO GRUESO,perfil cuadrado no. 3 1-1/2 negro grueso,perfil|cuadrado|no.|3|1-1/2|negro|grueso|1/2,,False,False,False
PERFIL CUADRADO NO. 2*4 NEGRO GRUESO,perfil cuadrado no. 2 4 negro grueso,perfil|cuadrado|no.|2|4|negro|grueso,,False,False,False
ROLLO DE MALLA ELECTROSOLDADA DE 12 CM,rollo de malla electrosoldada de 12 cm,rollo|malla|electrosoldada|12|cm,,False,False,False
CAÑO TIPO CORNISA PARA ALUZINC,cano tipo cornisa para aluzinc,cano|tipo|cornisa|para|aluzinc,Cano,False,False,False
CUMBRERA PARA ALUZINC,cumbrera para aluzinc,cumbrera|para|aluzinc,,False,False,False
TORNILLO AUTO PERFORANTE DE 1-3/4 PARA ALUZINC,tornillo auto perforante de 1-3/4 para aluzinc,tornillo|auto|perforante|1-3/4|para|aluzinc|3/4,,False,False,False
PLANCHA DE ALUZINC,plancha de aluzinc,plancha|aluzinc,,False,False,False
LIBRA DE ELECTRODO 3/32,libra de electrodo 3/32,libra|electrodo|3/32|3/32,,False,False,False
DISCO PARA PULIR NO. 7-1/4,disco para pulir no. 7-1/4,disco|para|pulir|no.|7-1/4|1/4,,False,False,False
DISCO PARA CORTE 14-3/32,disco para corte 14-3/32,disco|para|corte|14-3/32|3/32,,False,False,False
GL DE ANTICORROSIVO NEGRO,gl de anticorrosivo negro,gal|anticorrosivo|negro,,False,False,False
GL DE PINTURA ESMALTE NEGRO 07,gl de pintura esmalte negro 07,gal|pintura|esmalte|negro|07,,False,False,False
GL DE THINNER TH1000,gl de thinner th1000,gal|thinner|th1000|TH1000,,False,False,False
GL DE AGUARRÁS,gl de aguarras,gal|aguarras,,False,False,False
ROLO DE PINTAR PEQUEÑO,rolo de pintar pequeno,rolo|pintar|pequeno,,False,False,False
BROCHA NO. 3,brocha no. 3,brocha|no.|3,,False,False,False
MONTAJE DE EVENTOS ARTISTICOS,montaje de eventos artisticos,montaje|eventos|artisticos,,True,False,False
"Artista de género musical: Merengue, Bachata, Salsa, Dembow. (Un artista de cualquiera de estos géneros).",artista de genero musical merengue bachata salsa dembow. un artista de cualquiera de estos generos .,artista|genero|musical|merengue|bachata|salsa|dembow.|un,,False,False,False
Fecha: 02/12/2025 (sujeto a cambios por la entidad contratante).,fecha 02/12/2025 sujeto a cambios por la entidad contratante .,fecha|02/12/2025|sujeto|a|cambios|por|entidad|contratante|02/12,,False,False,False
Fecha: 03/12/2025 (sujeto a cambios por la entidad contratante).,fecha 03/12/2025 sujeto a cambios por la entidad contratante .,fecha|03/12/2025|sujeto|a|cambios|por|entidad|contratante|03/12,,False,False,False
Fecha: 22/12/2025,fecha 22/12/2025,fecha|22/12/2025|22/12,,False,False,False
"Lugar 1: Parque Mirador Norte, Av. Ecológica Puerta Número 1 Próximo a la Parada del Metro Hermana Mirabal, Santo Domingo Norte",lugar 1 parque mirador norte av. ecologica puerta numero 1 proximo a la parada del metro hermana mirabal santo domingo norte,lugar|1|parque|mirador|norte|av.|ecologica|puerta,,False,False,False
"Lugar 2: Calle San Antonio y Sánchez y Carlos Manuel Pumarol, Parque Central de Guerra.",lugar 2 calle san antonio y sanchez y carlos manuel pumarol parque central de guerra.,lugar|2|calle|san|antonio|sanchez|carlos|manuel,,False,False,False
Hora: 7:00 PM,hora 7 00 pm,hora|7|00|pm,,False,False,False
"DíaS: martes, MIERCOLES Y LUNES",dias martes miercoles y lunes,dias|martes|miercoles|lunes,,False,False,False
Fuegos Artificiales,fuegos artificiales,fuegos|artificiales,,False,False,False
Tarima 24 x 20,tarima 24 x 20,tarima|24|x|20,,False,False,False
Tarima VIP 16 x 16 con sillas para 50 personas,tarima vip 16 x 16 con sillas para 50 personas,tarima|vip|16|x|16|sillas|para|50,,False,False,False
"Banner (Detrás de la Tarima que diga Presidencia, PROPEEP y alcaldía de la localidad que se haga la Actividad)",banner detras de la tarima que diga presidencia propeep y alcaldia de la localidad que se haga la actividad,banner|detras|tarima|que|diga|presidencia|propeep|alcaldia,,False,False,False
Techo 29 x 22,techo 29 x 22,techo|29|x|22,,False,False,False
Luces,luces,luces,,False,False,False
Equipos de Sonido y Micrófonos,equipos de sonido y microfonos,equipos|sonido|microfonos,,False,False,False
Planta Eléctrica 25 KW,planta electrica 25 kw,planta|electrica|25|kw,,False,False,False
Presentador(a),presentador a,presentador|a,,False,False,False
Coordinación Artística,coordinacion artistica,coordinacion|artistica,,False,False,False
Perifoneo (Durante 5 Días antes de la Actividad),perifoneo durante 5 dias antes de la actividad,perifoneo|durante|5|dias|antes|actividad,,False,False,False
Seguridad (En el parque de la actividad a realizar),seguridad en el parque de la actividad a realizar,seguridad|parque|actividad|a|realizar,,False,False,False
MONTAJE DE EVENTOS ARTISTICOS,montaje de eventos artisticos,montaje|eventos|artisticos,,True,False,False
"Artista de género musical: Merengue, Bachata, Salsa, Dembow. (Un artista de cualquiera de estos géneros).",artista de genero musical merengue bachata salsa dembow. un artista de cualquiera de estos generos .,artista|genero|musical|merengue|bachata|salsa|dembow.|un,,False,False,False
Fecha: 02/12/2025 (sujeto a cambios por la entidad contratante).,fecha 02/12/2025 sujeto a cambios por la entidad contratante .,fecha|02/12/2025|sujeto|a|cambios|por|entidad|contratante|02/12,,False,False,False
"Lugar 1: Parque Mirador Norte, Av. Ecológica Puerta Número 1 Próximo a la Parada del Metro Hermana Mirabal, Santo Domingo Norte",lugar 1 parque mirador norte av. ecologica puerta numero 1 proximo a la parada del metro hermana mirabal santo domingo norte,lugar|1|parque|mirador|norte|av.|ecologica|puerta,,False,False,False
Hora: 7:00 PM,hora 7 00 pm,hora|7|00|pm,,False,False,False
DíaS: martes,dias martes,dias|martes,,False,False,False
Fuegos Artificiales,fuegos artificiales,fuegos|artificiales,,False,False,False
Tarima 24 x 20,tarima 24 x 20,tarima|24|x|20,,False,False,False
Tarima VIP 16 x 16 con sillas para 50 personas,tarima vip 16 x 16 con sillas para 50 personas,tarima|vip|16|x|16|sillas|para|50,,False,False,False
"Banner (Detrás de la Tarima que diga Presidencia, PROPEEP y alcaldía de la localidad que se haga la Actividad)",banner detras de la tarima que diga presidencia propeep y alcaldia de la localidad que se haga la actividad,banner|detras|tarima|que|diga|presidencia|propeep|alcaldia,,False,False,False
Techo 29 x 22,techo 29 x 22,techo|29|x|22,,False,False,False
Luces,luces,luces,,False,False,False
Equipos de Sonido y Micrófonos,equipos de sonido y microfonos,equipos|sonido|microfonos,,False,False,False
Planta Eléctrica 25 KW,planta electrica 25 kw,planta|electrica|25|kw,,False,False,False
Presentador(a),presentador a,presentador|a,,False,False,False
Coordinación Artística,coordinacion artistica,coordinacion|artistica,,False,False,False
Perifoneo (Durante 5 Días antes de la Actividad),perifoneo durante 5 dias antes de la actividad,perifoneo|durante|5|dias|antes|actividad,,False,False,False
Seguridad (En el parque de la actividad a realizar),seguridad en el parque de la actividad a realizar,seguridad|parque|actividad|a|realizar,,False,False,False
nevera MIDEA 10'',nevera midea 10,nevera|midea|10,Midea,False,False,False
lavadora SEMI AUTOMATICA XPB KGLG-140 22 LB,lavadora semi automatica xpb kglg-140 22 lb,lavadora|semi|automatica|xpb|kglg-140|22|lb|KGLG-140|22 lb,LG,False,False,False
ABANICO DAIWA WF-S16M PEDESTAL 16'' SUPER GRIS,abanico daiwa wf-s16m pedestal 16 super gris,abanico|daiwa|wf-s16m|pedestal|16|super|gris|WF-S16M,Daiwa,False,False,False
estufa DANILUX 24'',estufa danilux 24,estufa|danilux|24,Danilux,False,False,False
set de muebles plasticos,set de muebles plasticos,set|muebles|plasticos,,False,False,False
juego de comedor plastico 80X80,juego de comedor plastico 80x80,juego|comedor|plastico|80x80,,False,False,False
televisor TCL Smart TV 32'',televisor tcl smart tv 32,televisor|tcl|smart|tv|32,TCL,False,False,False
LICUADORA DAIWA 3 VEL 550W 1.25L,licuadora daiwa 3 vel 550w 1.25l,licuadora|daiwa|3|vel|550|w|1.25l|550W|1.25 l,Daiwa,False,False,False
Microondas Digital Whirlpool 0.9' ft,microondas digital whirlpool 0.9 ft,microondas|digital|whirlpool|0.9|ft|0.9 pies,Whirlpool,False,False,False
juego de sala plastico DURALON,juego de sala plastico duralon,juego|sala|plastico|duralon,,False,False,False
lavadora SEMI AUTOMATICA XPB KGLG-140 22 LB,lavadora semi automatica xpb kglg-140 22 lb,lavadora|semi|automatica|xpb|kglg-140|22|lb|KGLG-140|22 lb,LG,False,False,False
nevera MIDEA 10 PIES,nevera midea 10 pies,nevera|midea|10|pies|10 pies,Midea,False,False,False
estufa DANILUX 24'',estufa danilux 24,estufa|danilux|24,Danilux,False,False,False
juego de comedor plastico 4 SILLAS RIMAX,juego de comedor plastico 4 sillas rimax,juego|comedor|plastico|4|sillas|rimax,,False,False,False
cama c/base de madera 54'' Doble pillow top especial,cama c/base de madera 54 doble pillow top especial,cama|c/base|madera|54|doble|pillow|top|especial,,False,False,False
televisor de 43'' Konka,televisor de 43 konka,televisor|43|konka,,False,False,False
ABANICO DAIWA WF-S16M PEDESTAL 16'' SUPER GRIS,abanico daiwa wf-s16m pedestal 16 super gris,abanico|daiwa|wf-s16m|pedestal|16|super|gris|WF-S16M,Daiwa,False,False,False
LICUADORA DAIWA 3 VEL 600W 1.25L,licuadora daiwa 3 vel 600w 1.25l,licuadora|daiwa|3|vel|600|w|1.25l|600W|1.25 l,Daiwa,False,False,False
Microondas American HMG-70 | 21 Litros,microondas american hmg-70 21 litros,microondas|american|hmg-70|21|litros,,False,False,False
juego de sala plastico DURALON,juego de sala plastico duralon,juego|sala|plastico|duralon,,False,False,False
lavadora SEMI AUTOMATICA XPB KGLG-140 22 LB,lavadora semi automatica xpb kglg-140 22 lb,lavadora|semi|automatica|xpb|kglg-140|22|lb|KGLG-140|22 lb,LG,False,False,False
nevera MIDEA 10 PIES,nevera midea 10 pies,nevera|midea|10|pies|10 pies,Midea,False,False,False
estufa DANILUX 24'',estufa danilux 24,estufa|danilux|24,Danilux,False,False,False
juego de comedor plastico 4 SILLAS RIMAX,juego de comedor plastico 4 sillas rimax,juego|comedor|plastico|4|sillas|rimax,,False,False,False
cama c/base de madera 54'' Doble pillow top especial,cama c/base de madera 54 doble pillow top especial,cama|c/base|madera|54|doble|pillow|top|especial,,False,False,False
televisor de 43'' Konka,televisor de 43 konka,televisor|43|konka,,False,False,False
ABANICO DAIWA WF-S16M PEDESTAL 16'' SUPER GRIS,abanico daiwa wf-s16m pedestal 16 super gris,abanico|daiwa|wf-s16m|pedestal|16|super|gris|WF-S16M,Daiwa,False,False,False
LICUADORA DAIWA 3 VEL 600W 1.25L,licuadora daiwa 3 vel 600w 1.25l,licuadora|daiwa|3|vel|600|w|1.25l|600W|1.25 l,Daiwa,False,False,False
Microondas American HMG-70 | 21 Litros,microondas american hmg-70 21 litros,microondas|american|hmg-70|21|litros,,False,False,False
BLANCO 00,blanco 00,blanco|00,,False,False,False
AZUL TURQUESA,azul turquesa,azul|turquesa,,False,False,False
ROJO POSITIVO,rojo positivo,rojo|positivo,,False,False,False
AMARILLO POSITIVO,amarillo positivo,amarillo|positivo,,False,False,False
NEGRO,negro,negro,,False,False,False
AZUL POSITIVO,azul positivo,azul|positivo,,False,False,False
AZUL CIELO,azul cielo,azul|cielo,,False,False,False
VERDE POSITIVO,verde positivo,verde|positivo,,False,False,False
GRIS CLARO,gris claro,gris|claro,,False,False,False
TERRACOTA,terracota,terracota,,False,False,False
NARANJA POSITIVO,naranja positivo,naranja|positivo,,False,False,False
BLANCA,blanca,blanca,,False,False,False
AMARILLO POSITIVO,amarillo positivo,amarillo|positivo,,False,False,False
Barnice Primer Sealer lanco,barnice primer sealer lanco,barnice|primer|sealer|lanco,,False,False,False
Diluyentes para pinturas y barnices (Thinner Th-1000) tropical,diluyentes para pinturas y barnices thinner th-1000 tropical,diluyentes|para|pinturas|barnices|thinner|th-1000|tropical|TH-1000,Tropical,False,False,False
Masilla acrilica de Pared lanco 1/4 caja 6/1,masilla acrilica de pared lanco 1/4 caja 6/1,masilla|acrilica|pared|lanco|1/4|caja|6/1|1/4,,False,False,False
Pintura Acrílica superior mate p/exteriores,pintura acrilica superior mate p/exteriores,pintura|acrilica|superior|mate|p/exteriores,,False,False,False
BLANCO 00 TROPICAL,blanco 00 tropical,blanco|00|tropical,Tropical,False,False,False
AZUL TURQUESA POPULAR,azul turquesa popular,azul|turquesa|popular,,False,False,False
ROJO POSITIVO POPULAR,rojo positivo popular,rojo|positivo|popular,,False,False,False
AMARILLO POSITIVO POPULAR,amarillo positivo popular,amarillo|positivo|popular,,False,False,False
NEGRO POPULAR,negro popular,negro|popular,,False,False,False
AZUL POSITIVO POPULAR,azul positivo popular,azul|positivo|popular,,False,False,False
AZUL CIELO TROPICAL,azul cielo tropical,azul|cielo|tropical,Tropical,False,False,False
VERDE POSITIVO POPULAR,verde positivo popular,verde|positivo|popular,,False,False,False
GRIS CLARO TROPICAL,gris claro tropical,gris|claro|tropical,Tropical,False,False,False
TERRACOTA POPULAR,terracota popular,terracota|popular,,False,False,False
NARANJA POSITIVO TROPICAL,naranja positivo tropical,naranja|positivo|tropical,Tropical,False,False,False
Pintura Trafico Esmalte CANO,pintura trafico esmalte cano,pintura|trafico|esmalte|cano,Cano,False,False,False
BLANCA,blanca,blanca,,False,False,False
AMARILLO POSITIVO,amarillo positivo,amarillo|positivo,,False,False,False
Barnice Primer Sealer lanco,barnice primer sealer lanco,barnice|primer|sealer|lanco,,False,False,False
Diluyentes para pinturas y barnices (Thinner Th-1000) tropical,diluyentes para pinturas y barnices thinner th-1000 tropical,diluyentes|para|pinturas|barnices|thinner|th-1000|tropical|TH-1000,Tropical,False,False,False
Masilla acrilica de Pared lanco 1/4 caja 6/1,masilla acrilica de pared lanco 1/4 caja 6/1,masilla|acrilica|pared|lanco|1/4|caja|6/1|1/4,,False,False,False
juego de sala plastico DURALON,juego de sala plastico duralon,juego|sala|plastico|duralon,,False,False,False
lavadora SEMI AUTOMATICA XPB KGLG-140 22 LB,lavadora semi automatica xpb kglg-140 22 lb,lavadora|semi|automatica|xpb|kglg-140|22|lb|KGLG-140|22 lb,LG,False,False,False
nevera MIDEA 10 PIES,nevera midea 10 pies,nevera|midea|10|pies|10 pies,Midea,False,False,False
estufa DANILUX 24'',estufa danilux 24,estufa|danilux|24,Danilux,False,False,False
juego de comedor plastico 4 SILLAS RIMAX,juego de comedor plastico 4 sillas rimax,juego|comedor|plastico|4|sillas|rimax,,False,False,False
cama c/base de madera 54'' Doble pillow top especial,cama c/base de madera 54 doble pillow top especial,cama|c/base|madera|54|doble|pillow|top|especial,,False,False,False
televisor de 43'' Konka,televisor de 43 konka,televisor|43|konka,,False,False,False
ABANICO DAIWA WF-S16M PEDESTAL 16'' SUPER GRIS,abanico daiwa wf-s16m pedestal 16 super gris,abanico|daiwa|wf-s16m|pedestal|16|super|gris|WF-S16M,Daiwa,False,False,False
LICUADORA DAIWA 3 VEL 600W 1.25L,licuadora daiwa 3 vel 600w 1.25l,licuadora|daiwa|3|vel|600|w|1.25l|600W|1.25 l,Daiwa,False,False,False
Microondas American HMG-70 | 21 Litros,microondas american hmg-70 21 litros,microondas|american|hmg-70|21|litros,,False,False,False
juego de sala plastico DURALON,juego de sala plastico duralon,juego|sala|plastico|duralon,,False,False,False
lavadora SEMI AUTOMATICA XPB KGLG-140 22 LB,lavadora semi automatica xpb kglg-140 22 lb,lavadora|semi|automatica|xpb|kglg-140|22|lb|KGLG-140|22 lb,LG,False,False,False
nevera MIDEA 10 PIES,nevera midea 10 pies,nevera|midea|10|pies|10 pies,Midea,False,False,False
estufa DANILUX 24'',estufa danilux 24,estufa|danilux|24,Danilux,False,False,False
juego de comedor plastico 4 SILLAS RIMAX,juego de comedor plastico 4 sillas rimax,juego|comedor|plastico|4|sillas|rimax,,False,False,False
cama c/base de madera 54'' Doble pillow top especial,cama c/base de madera 54 doble pillow top especial,cama|c/base|madera|54|doble|pillow|top|especial,,False,False,False
televisor de 43'' Konka,televisor de 43 konka,televisor|43|konka,,False,False,False
ABANICO DAIWA WF-S16M PEDESTAL 16'' SUPER GRIS,abanico daiwa wf-s16m pedestal 16 super gris,abanico|daiwa|wf-s16m|pedestal|16|super|gris|WF-S16M,Daiwa,False,False,False
LICUADORA DAIWA 3 VEL 600W 1.25L,licuadora daiwa 3 vel 600w 1.25l,licuadora|daiwa|3|vel|600|w|1.25l|600W|1.25 l,Daiwa,False,False,False
Microondas American HMG-70 | 21 Litros,microondas american hmg-70 21 litros,microondas|american|hmg-70|21|litros,,False,False,False
TELEVISOR TCL 40 PULGADAS SMART TV,televisor tcl 40 pulgadas smart tv,"televisor|tcl|40|pulgadas|smart|tv|40""",TCL,False,False,False
LICUADORA DAIWA 3 VEL 600W 1.25L,licuadora daiwa 3 vel 600w 1.25l,licuadora|daiwa|3|vel|600|w|1.25l|600W|1.25 l,Daiwa,False,False,False
lavadora SEMI AUTOMATICA BLANCA XPB KGLG-140 22 LB,lavadora semi automatica blanca xpb kglg-140 22 lb,lavadora|semi|automatica|blanca|xpb|kglg-140|22|lb|KGLG-140|22 lb,LG,False,False,False
nevera MIDEA 10 PIES,nevera midea 10 pies,nevera|midea|10|pies|10 pies,Midea,False,False,False
PLANCHA DE ROPA A VAPOR BLACK&DECKER 1100 W,plancha de ropa a vapor black decker 1100 w,plancha|ropa|a|vapor|black|decker|1100|w|1100W,Black Decker,False,False,False
ABANICO DAIWA WF-S16M PEDESTAL 16'' SUPER GRIS,abanico daiwa wf-s16m pedestal 16 super gris,abanico|daiwa|wf-s16m|pedestal|16|super|gris|WF-S16M,Daiwa,False,False,False
