FILE,SHEET,VISIBLE,ROWS,COLUMNS,DOCUMENT_TYPE,HAS_PRODUCT_LINES,HEADER_ROW,STATUS
COTIZACIONES_DORALEX_f72a.xlsx,MARCELINO VELEZ (2),VISIBLE,35,9,QUOTATION,True,13,PROCESS
COTIZACIONES_DORALEX_f72a.xlsx,DESARROLLO FRONTERIZO,VISIBLE,16,10,QUOTATION,True,13,PROCESS
COTIZACIONES_DORALEX_f72a.xlsx,DESARROLLO FRONTERIZO (2),VISIBLE,18,10,QUOTATION,True,19,PROCESS
COTIZACIONES_DORALEX_f72a.xlsx,LIGA MUNICIPAL 2 (10),VISIBLE,21,9,QUOTATION,True,13,PROCESS
COTIZACIONES_DORALEX_f72a.xlsx,Hoja3,VISIBLE,0,0,EMPTY,False,,EMPTY
COTIZACIONES_DORALEX_f72a.xlsx,MARCELINO VELEZ (3),VISIBLE,45,9,QUOTATION,True,13,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,COTIZACION HOSPITAL MATERNO CON,VISIBLE,15,28,QUOTATION,True,15,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,COTIZACION HOSPITAL MATERNO C-1,VISIBLE,15,28,QUOTATION,True,15,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,COTIZACION HOSPITAL MATERNO C-2,VISIBLE,15,28,QUOTATION,True,15,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,COTIZACION HOSPITAL MATERNO C-3,VISIBLE,15,28,QUOTATION,True,15,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,COTIZACION HOSPITAL MATERNO C-4,VISIBLE,11,28,QUOTATION,True,15,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,COTIZACION HOSPITAL MATERNO C-5,VISIBLE,15,28,QUOTATION,True,15,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,FACTURA JULIO HOSPITAL MATERNO,VISIBLE,26,28,INVOICE,True,15,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,COTIZACION 1 NOV 2022,VISIBLE,20,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,COTIZACION 2 NOV 2022,VISIBLE,17,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,COTIZACION 3 NOV 2022,VISIBLE,17,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,COTIZACION 4 NOV 2022,VISIBLE,20,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,COTIZACION 5 NOV 2022,VISIBLE,21,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,COTIZACION 1 MARZO 2023,VISIBLE,18,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,COTIZACION 2 MARZO 2023 ,VISIBLE,18,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,COTIZACION 3 MARZO 2023  ,VISIBLE,18,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,BACILIO CARNES  (2),VISIBLE,21,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,BACILIO CARNES ,VISIBLE,27,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,BACILIO CARNES  (3),VISIBLE,22,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,BACILIO CARNES  (4),VISIBLE,25,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,BACILIO CARNES  (5),VISIBLE,27,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,BACILIO CARNES  (6),VISIBLE,22,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,COMPLEMENTARIA DESCHABLE,VISIBLE,27,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx, CAICJB,VISIBLE,22,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,DESECHABLE,VISIBLE,23,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES HCJB,VISIBLE,20,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES POLLO HCJB (2),VISIBLE,18,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,VIVERES,VISIBLE,28,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,PROGRAMACION,VISIBLE,28,7,DELIVERY,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,VEGETALES ,VISIBLE,36,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,PROGRAMACION ,VISIBLE,36,7,DELIVERY,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,DESECHABLE (2),VISIBLE,33,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,VEGETALES  (2),VISIBLE,37,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,VIVERES (2),VISIBLE,29,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES HCJB (2),VISIBLE,21,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES HCJB (3),VISIBLE,20,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,DESECHABLE (3),VISIBLE,23,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,PROGRAMACION (2),VISIBLE,19,7,DELIVERY,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES HCJB (4),VISIBLE,22,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES CAICJB,VISIBLE,18,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES HCJB (6),VISIBLE,20,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,DESECHABLE (4),VISIBLE,25,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,VEGETALES  (3),VISIBLE,37,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,VIVERES (3),VISIBLE,28,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES HCJB (7),VISIBLE,19,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES HCJB (8),VISIBLE,21,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES HCJB (9),VISIBLE,18,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,VIVERES (4),VISIBLE,28,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,VEGETALES  (4),VISIBLE,38,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES HCJB (10),VISIBLE,19,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES HCJB (11),VISIBLE,21,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,DESECHABLE (5),VISIBLE,24,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,DESECHABLE (6),VISIBLE,28,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CAFETERA,VISIBLE,18,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,DESECHABLE (8),VISIBLE,27,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,VEGETALES  (5),VISIBLE,38,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,VIVERES (5),VISIBLE,29,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES HCJB (12),VISIBLE,21,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES HCJB (13),VISIBLE,20,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES HCJB (14),VISIBLE,24,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES HCJB (15),VISIBLE,21,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES HCJB (16),VISIBLE,20,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,VIVERES (6),VISIBLE,29,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,VEGETALES  (6),VISIBLE,37,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,DESECHABLE (7),VISIBLE,29,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,COCINA,VISIBLE,61,8,QUOTATION,True,15,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES HCJB (17),VISIBLE,20,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES HCJB (18),VISIBLE,23,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,DESECHABLE (9),VISIBLE,25,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,VIVERES (7),VISIBLE,25,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,VEGETALES  (7),VISIBLE,38,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES HCJB (19),VISIBLE,19,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,MEDICINA),VISIBLE,30,8,QUOTATION,True,15,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,EMBUSTIDO,VISIBLE,21,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES CERDO,VISIBLE,20,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNE PLLO,VISIBLE,18,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES ,VISIBLE,24,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,SILLA,VISIBLE,18,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,VIVERES (8),VISIBLE,24,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,EMBUSTIDO (2),VISIBLE,21,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,DESECHABLE (10),VISIBLE,27,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,VEGETALES  (8),VISIBLE,38,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNE PLLO (2),VISIBLE,19,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES HCJB (20),VISIBLE,22,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CONTENEDOR,VISIBLE,18,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,SILLA (3),VISIBLE,18,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,OFICINA,VISIBLE,29,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES  (2),VISIBLE,25,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES HCJB (21),VISIBLE,22,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNE PLLO (3),VISIBLE,21,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,VEGETALES  (9),VISIBLE,38,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,VIVERES (9),VISIBLE,24,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,EMBUSTIDO (3),VISIBLE,21,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,DESECHABLE (11),VISIBLE,28,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES  (3),VISIBLE,24,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,VEGETALES  (10),VISIBLE,38,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,Hoja1,VISIBLE,28,7,UNKNOWN,False,,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,DESECHABLE (12),VISIBLE,25,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,VIVERES (10),VISIBLE,24,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,EMBUSTIDO (4),VISIBLE,21,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNE PLLO (5),VISIBLE,20,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES HCJB (22),VISIBLE,22,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES  (4),VISIBLE,19,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CANASTILLAS,VISIBLE,18,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES  (6),VISIBLE,23,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES HCJB (23),VISIBLE,21,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNE PLLO (6),VISIBLE,20,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNE PLLO (7),VISIBLE,22,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,VIVERES (11),VISIBLE,30,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,EMBUSTIDO (5),VISIBLE,25,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,VIVERES (12),VISIBLE,22,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNE PLLO (8),VISIBLE,22,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES  (7),VISIBLE,24,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CANASTILLAS (2),VISIBLE,18,10,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CANASTILLAS (3),VISIBLE,18,10,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES  (8),VISIBLE,24,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CANASTILLAS (4),VISIBLE,18,10,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES CEAASNA ,VISIBLE,27,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,DESPENSA (2),VISIBLE,49,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,DESPENSA (3),VISIBLE,49,8,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,DESPENSA PROPEEP,VISIBLE,24,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES  (9),VISIBLE,25,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,UTENCILIOS DE COCINA,VISIBLE,27,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,UTENCILIOS DE COCINA (2),VISIBLE,40,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES  (10),VISIBLE,23,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNE PLLO (9),VISIBLE,24,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNE PLLO (10),VISIBLE,23,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,DESPENSA PROPEEP (2),VISIBLE,18,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES  (11),VISIBLE,23,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNE PLLO (11),VISIBLE,23,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNE PLLO (12),VISIBLE,21,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES CEAASNA  (2),VISIBLE,27,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,DESPENSA (4),VISIBLE,53,9,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,DESPENSA (5),VISIBLE,43,9,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,DESPENSA (6),VISIBLE,53,9,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES  (12),VISIBLE,24,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNE PLLO (13),VISIBLE,23,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNE PLLO (14),VISIBLE,18,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNE PLLO (15),VISIBLE,18,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNE PLLO (16),VISIBLE,22,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES  (13),VISIBLE,25,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNE PLLO (17),VISIBLE,23,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES  (14),VISIBLE,17,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES  (15),VISIBLE,23,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES  (16),VISIBLE,23,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES  (17),VISIBLE,23,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES  (18),VISIBLE,23,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES  (19),VISIBLE,20,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES  (20),VISIBLE,23,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES  (21),VISIBLE,23,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES  (22),VISIBLE,23,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES  (23),VISIBLE,22,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES  (24),VISIBLE,30,7,QUOTATION,True,14,PROCESS
COTIZACIONES__DOMINION_BUSINESS_18aa.xlsx,CARNES  (25),VISIBLE,23,7,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COTIZACION HOSPITAL MATERNO CON,VISIBLE,15,28,QUOTATION,True,15,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COTIZACION HOSPITAL MATERNO C-1,VISIBLE,15,28,QUOTATION,True,15,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COTIZACION HOSPITAL MATERNO C-2,VISIBLE,15,28,QUOTATION,True,15,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COTIZACION HOSPITAL MATERNO C-3,VISIBLE,15,28,QUOTATION,True,15,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COTIZACION HOSPITAL MATERNO C-4,VISIBLE,11,28,QUOTATION,True,15,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COTIZACION HOSPITAL MATERNO C-5,VISIBLE,15,28,QUOTATION,True,15,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,FACTURA JULIO HOSPITAL MATERNO,VISIBLE,26,28,INVOICE,True,15,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COTIZACION 1 ,VISIBLE,29,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COTIZACION 1  (2),VISIBLE,25,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COTIZACION 1  (3),VISIBLE,23,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COTIZACION 2,VISIBLE,32,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COTIZACION 3,VISIBLE,35,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,CONDUCE 1 PINTURA,VISIBLE,18,6,DELIVERY,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,CONDUCE 2 PINTURA ,VISIBLE,23,6,DELIVERY,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,CONDUCE 3 PINTURA  ,VISIBLE,16,6,DELIVERY,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COTIZACION 4,VISIBLE,45,7,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,CONDUCE1 COTIZACION 4 ,VISIBLE,35,5,DELIVERY,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,CONDUCE 2 COTIZACION 4  ,VISIBLE,18,5,DELIVERY,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COTIZACION 5,VISIBLE,26,7,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,FACTURA 1HMISLLM,VISIBLE,22,8,INVOICE,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,FACTURA 2HMISLLM,VISIBLE,34,8,INVOICE,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,FACTURA 3HMISLLM,VISIBLE,31,8,INVOICE,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,FACTUR 4HMISLLM,VISIBLE,44,7,INVOICE,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COTI 1 CEMADOJA,VISIBLE,38,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT CHOCHE CRV,VISIBLE,19,8,QUOTATION,True,13,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT1 DIGECOG,VISIBLE,22,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT DIGECOG 2,VISIBLE,38,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT DIGECOG 2 (2),VISIBLE,23,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (56),VISIBLE,19,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT-ASDE1,VISIBLE,42,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT-ASDE2,VISIBLE,22,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT-ASDE3,VISIBLE,20,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE,VISIBLE,20,8,QUOTATION,True,15,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT DIGECOG 2 (7),VISIBLE,18,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT DIGECOG 2 (8),VISIBLE,30,8,QUOTATION,True,15,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (2),VISIBLE,21,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (3),VISIBLE,28,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (4),VISIBLE,60,8,QUOTATION,True,15,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,Hoja4,VISIBLE,0,0,EMPTY,False,,EMPTY
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,FACTUR 4HMISLLM (2),VISIBLE,44,7,INVOICE,True,14,PROCESS
