FILE,SHEET,VISIBLE,ROWS,COLUMNS,DOCUMENT_TYPE,HAS_PRODUCT_LINES,HEADER_ROW,STATUS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (5),VISIBLE,49,13,QUOTATION,True,15,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,FACTUR ASDE,VISIBLE,48,8,INVOICE,True,16,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (6),VISIBLE,40,11,QUOTATION,True,15,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (7),VISIBLE,23,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,PRESUPUESTO,VISIBLE,40,9,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,CONDUCE1 COTIZACION 4  (2),VISIBLE,43,6,DELIVERY,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (8),VISIBLE,18,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (9),VISIBLE,23,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (10),VISIBLE,18,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (11),VISIBLE,25,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (12),VISIBLE,74,9,QUOTATION,True,15,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (13),VISIBLE,19,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,CONDUCE 2 COTIZACION 4   (2),VISIBLE,15,5,DELIVERY,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (14),VISIBLE,20,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (15),VISIBLE,19,8,QUOTATION,True,16,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,CONDUCE 2 COTIZACION 4   (3),VISIBLE,14,5,DELIVERY,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,CONDUCE 2 COTIZACION 4   (4),VISIBLE,14,5,DELIVERY,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,CONDUCE 2 COTIZACION 4   (5),VISIBLE,14,5,DELIVERY,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (16),VISIBLE,30,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (17),VISIBLE,18,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (19),VISIBLE,19,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (18),VISIBLE,20,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (20),VISIBLE,20,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (21),VISIBLE,58,9,QUOTATION,True,15,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (22),VISIBLE,18,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (23),VISIBLE,25,8,QUOTATION,True,16,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (24),VISIBLE,24,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (25),VISIBLE,38,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (26),VISIBLE,21,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (27),VISIBLE,39,8,QUOTATION,True,15,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT RECONOCIMIENTO DE DEUDA ASD,VISIBLE,46,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (29),VISIBLE,20,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (30),VISIBLE,24,8,QUOTATION,True,15,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (31),VISIBLE,26,8,QUOTATION,True,15,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (32),VISIBLE,22,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (33),VISIBLE,20,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (34),VISIBLE,20,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (35),VISIBLE,19,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (36),VISIBLE,20,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (37),VISIBLE,18,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (38),VISIBLE,46,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (39),VISIBLE,18,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (40),VISIBLE,21,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (41),VISIBLE,43,8,QUOTATION,True,15,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (42),VISIBLE,18,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (43),VISIBLE,18,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT RECONOCIMIENTO DE DEUDA (2),VISIBLE,26,8,QUOTATION,True,15,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT RECONOCIMIENTO DE DEUDA (3),VISIBLE,39,8,QUOTATION,True,15,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT RECONOCIMIENTO DE DEUDA (4),VISIBLE,26,8,QUOTATION,True,15,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT RECONOCIMIENTO DE DEUDA (5),VISIBLE,23,8,QUOTATION,True,15,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (44),VISIBLE,19,9,QUOTATION,True,15,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (45),VISIBLE,19,9,QUOTATION,True,15,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (46),VISIBLE,42,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (47),VISIBLE,22,8,QUOTATION,True,15,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (48),VISIBLE,18,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (49),VISIBLE,25,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (50),VISIBLE,22,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (51),VISIBLE,23,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (52),VISIBLE,19,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (53),VISIBLE,18,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (28),VISIBLE,52,9,QUOTATION,True,15,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (54),VISIBLE,20,10,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (55),VISIBLE,19,9,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (57),VISIBLE,24,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (58),VISIBLE,19,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,RESTANTE,VISIBLE,19,8,QUOTATION,True,14,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,ELECTRICOS,VISIBLE,26,8,QUOTATION,True,15,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,PYWOOD,VISIBLE,21,8,QUOTATION,True,15,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,inodoro,VISIBLE,20,8,QUOTATION,True,15,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,valvula,VISIBLE,20,8,QUOTATION,True,15,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,ELECTRICOS (2),VISIBLE,26,8,QUOTATION,True,15,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,toners,VISIBLE,30,9,QUOTATION,True,15,PROCESS
COTIZACIONES__REMPART_GROUP_2_3578.xlsx,IMOBILARIO(2),VISIBLE,25,9,QUOTATION,True,15,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION HOSPITAL MATERNO CON,VISIBLE,15,28,QUOTATION,True,15,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION HOSPITAL MATERNO C-1,VISIBLE,15,28,QUOTATION,True,15,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION HOSPITAL MATERNO C-2,VISIBLE,15,28,QUOTATION,True,15,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION HOSPITAL MATERNO C-3,VISIBLE,15,28,QUOTATION,True,15,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION HOSPITAL MATERNO C-4,VISIBLE,11,28,QUOTATION,True,15,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION HOSPITAL MATERNO C-5,VISIBLE,15,28,QUOTATION,True,15,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,FACTURA JULIO HOSPITAL MATERNO,VISIBLE,26,28,INVOICE,True,15,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 1. OCT 2022,VISIBLE,19,8,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 2 OCT 2022,VISIBLE,19,8,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 3 OCT 2022,VISIBLE,20,8,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 4 OCT 2022,VISIBLE,19,8,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 5 OCT 2022,VISIBLE,19,8,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 6 OCT 2022,VISIBLE,19,8,QUOTATION,True,20,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 7 OCT 2022,VISIBLE,20,8,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 8 OCT 2022,VISIBLE,20,8,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COT EMBUTIDOS ,VISIBLE,23,13,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,1 COT EMBUTIDOS,VISIBLE,21,8,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,2 COT EMBUTIDOS ,VISIBLE,20,8,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 26,VISIBLE,22,8,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 27,VISIBLE,25,8,DELIVERY,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 28,VISIBLE,27,8,DELIVERY,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 29,VISIBLE,26,8,DELIVERY,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 30,VISIBLE,30,8,DELIVERY,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 31,VISIBLE,21,8,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 32,VISIBLE,22,8,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 33,VISIBLE,27,8,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,PROGR COT 33,VISIBLE,26,11,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 32 (2),VISIBLE,24,8,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 43,VISIBLE,40,8,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,PROGR COT 43,VISIBLE,40,11,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 39,VISIBLE,20,8,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,PROGR COT 39,VISIBLE,23,13,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 41 ,VISIBLE,20,8,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,PROGR COT 41,VISIBLE,20,11,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 44,VISIBLE,39,7,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,PROGRAMACION44,VISIBLE,37,10,DELIVERY,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 45,VISIBLE,30,7,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,PROGRAMACION 45,VISIBLE,27,10,DELIVERY,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 46,VISIBLE,22,8,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 47,VISIBLE,20,8,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 48,VISIBLE,23,7,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,PROGRAMACION 48,VISIBLE,20,10,DELIVERY,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 49 A (2),VISIBLE,21,8,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 50 ,VISIBLE,30,8,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 51 ,VISIBLE,39,8,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 52,VISIBLE,25,8,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 53),VISIBLE,21,8,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 54,VISIBLE,24,8,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 55,VISIBLE,26,8,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 56,VISIBLE,30,8,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,PROGRAMACION ,VISIBLE,30,7,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 57,VISIBLE,39,8,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 58,VISIBLE,21,8,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 59,VISIBLE,22,7,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 55 (2),VISIBLE,25,8,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 59 (2),VISIBLE,23,7,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COMPLEMENTARIA 4,VISIBLE,38,8,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COMPLEMENTARIA 3,VISIBLE,30,8,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 64A,VISIBLE,26,15,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 64A (2),VISIBLE,25,15,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 64A (3),VISIBLE,21,15,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COMPLEMENTARIA 3 (2),VISIBLE,22,8,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 64A (4),VISIBLE,24,15,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COMPLEMENTARIA 3 (3),VISIBLE,23,8,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COMPLEMENTARIA 3 (4),VISIBLE,20,8,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 64A (5),VISIBLE,26,15,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COMPLEMENTARIA 3 (5),VISIBLE,29,8,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COMPLEMENTARIA 3 (6),VISIBLE,25,8,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COMPLEMENTARIA 3 (7),VISIBLE,29,8,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 64A (6),VISIBLE,25,15,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COMPLEMENTARIA 3 (8),VISIBLE,21,8,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COMPLEMENTARIA 3 (9),VISIBLE,23,8,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COMPLEMENTARIA 3 (10),VISIBLE,22,8,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COMPLEMENTARIA 3 (11),VISIBLE,21,8,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 64A (7),VISIBLE,25,15,DELIVERY,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COMPLEMENTARIA 3 (12),VISIBLE,21,8,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COMPLEMENTARIA 3 (13),VISIBLE,20,11,QUOTATION,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COMPLEMENTARIA 3 (14),VISIBLE,19,8,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COMPLEMENTARIA 3 (15),VISIBLE,19,11,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COMPLEMENTARIA 3 (16),VISIBLE,22,12,DELIVERY,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 64A (8),VISIBLE,26,15,DELIVERY,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COMPLEMENTARIA 3 (17),VISIBLE,20,8,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 64A (9),VISIBLE,26,15,DELIVERY,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 64A (10),VISIBLE,26,15,DELIVERY,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COMPLEMENTARIA 3 (18),VISIBLE,21,8,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COMPLEMENTARIA 3 (19),VISIBLE,24,12,DELIVERY,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 64A (11),VISIBLE,21,15,DELIVERY,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 64A (12),VISIBLE,20,15,DELIVERY,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 64A (13),VISIBLE,25,15,DELIVERY,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 64A (14),VISIBLE,25,15,DELIVERY,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 64A (15),VISIBLE,32,7,DELIVERY,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 64A (16),VISIBLE,26,15,DELIVERY,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COMPLEMENTARIA 3 (20),VISIBLE,22,8,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COMPLEMENTARIA 3 (21),VISIBLE,22,8,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 64A (17),VISIBLE,20,15,DELIVERY,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 64A (18),VISIBLE,20,14,DELIVERY,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,Hoja1,VISIBLE,7,9,QUOTATION,True,4,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 64A (19),VISIBLE,27,14,DELIVERY,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 64A (20),VISIBLE,25,14,DELIVERY,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 64A (21),VISIBLE,25,14,DELIVERY,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COMPLEMENTARIA 3 (22),VISIBLE,22,8,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 64A (22),VISIBLE,26,14,DELIVERY,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COMPLEMENTARIA 3 (23),VISIBLE,20,8,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COMPLEMENTARIA 3 (24),VISIBLE,20,8,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 64A (23),VISIBLE,26,14,DELIVERY,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 64A (24),VISIBLE,28,14,DELIVERY,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,RACIONES PROPEEP,VISIBLE,32,11,DELIVERY,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,Hoja2,VISIBLE,32,10,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 64A (25),VISIBLE,26,14,DELIVERY,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 64A (26),VISIBLE,26,14,DELIVERY,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,KIT DE RACIONES,VISIBLE,33,10,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,KIT DE RACIONES (2),VISIBLE,19,10,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,KIT DE RACIONES (3),VISIBLE,19,9,QUOTATION,True,18,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 64A (27),VISIBLE,26,14,DELIVERY,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 64a (28),VISIBLE,26,14,DELIVERY,True,19,PROCESS
COTIZACIONES___2023-2024_PIN_ARIAS_2_fddc.xlsx,COTIZACION 64a (29),VISIBLE,23,15,QUOTATION,True,18,PROCESS
