product_tmpl_id,product_id,name,active,company_id,type,sale_ok,purchase_ok,list_price,standard_price,currency,uom,category,last_quotation_price,last_quotation_date,last_sale_order_price,last_sale_order_date,last_invoice_price,last_invoice_date,recent_avg_price,price_status,price_difference_pct,recommended_action,evidence,notes
20,20,AGREGADO FINO (ARENA LAVADA),True,False,consu,True,True,4070.0,0.0,DOP,Units,,,,,,1291.5,2026-08-10,1291.5,SUSPICIOUS_HIGH,215.14,REVIEW,inv=1291.5@2026-08-10; master=4070.0,master=4070.0 recent_avg=1291.5 ratio=3.15
21,21,Agregado grueso (grava) 3/4,True,False,consu,True,True,2054.91,0.0,DOP,Units,,,,,,1217.7,2026-08-10,1217.7,HISTORICAL_PRICE_DIFFERENCE,68.75,UPDATE_CANDIDATE,inv=1217.7@2026-08-10; master=2054.91,master=2054.91 recent_avg=1217.7 diff_pct=68.8
117,117,ADAPTADOR MACHO PVC 3/4,True,False,consu,True,True,30.0,0.0,DOP,Units,,,,,,20.0,2025-12-22,20.0,HISTORICAL_PRICE_DIFFERENCE,50.0,UPDATE_CANDIDATE,inv=20.0@2025-12-22; master=30.0,master=30.0 recent_avg=20.0 diff_pct=50.0
101,101,CONECTOR DE EMPALME NO.4,True,False,consu,True,True,960.0,0.0,DOP,Units,,,,,,680.0,2025-12-22,680.0,HISTORICAL_PRICE_DIFFERENCE,41.18,UPDATE_CANDIDATE,inv=680.0@2025-12-22; master=960.0,master=960.0 recent_avg=680.0 diff_pct=41.2
156,156,LICUADORA DAIWA 3 VEL 600W 1.25L,True,False,consu,True,True,2668.0,0.0,DOP,Units,,,,,,2023.05,2026-08-18,2023.05,HISTORICAL_PRICE_DIFFERENCE,31.88,UPDATE_CANDIDATE,inv=2023.05@2026-08-18; master=2668.0,master=2668.0 recent_avg=2023.05 diff_pct=31.9
55,55,NEVERA TECNOMASTER 10 PC,True,False,consu,True,True,23540.0,0.0,DOP,Units,,,,,,19449.15,2026-08-21,19449.15,HISTORICAL_PRICE_DIFFERENCE,21.03,UPDATE_CANDIDATE,inv=19449.15@2026-08-21; master=23540.0,master=23540.0 recent_avg=19449.15 diff_pct=21.0
53,53,PERFIL 1 1/2 H.GALV.1.6,True,False,consu,True,True,1680.0,0.0,DOP,Units,,,,,,1390.0,2025-12-22,1390.0,HISTORICAL_PRICE_DIFFERENCE,20.86,UPDATE_CANDIDATE,inv=1390.0@2025-12-22; master=1680.0,master=1680.0 recent_avg=1390.0 diff_pct=20.9
100,100,TAPE VINIL SCOTCH 3M SUPER33+,True,False,consu,True,True,1658.0,0.0,DOP,Units,,,,,,1375.0,2025-12-22,1375.0,HISTORICAL_PRICE_DIFFERENCE,20.58,UPDATE_CANDIDATE,inv=1375.0@2025-12-22; master=1658.0,master=1658.0 recent_avg=1375.0 diff_pct=20.6
168,168,Servicios profesionales,True,False,service,True,True,0.0,0.0,DOP,Units,Servicios,,,,,,,,ZERO_PRICE,,KEEP,master=0.0,intentional zero for Servicios profesionales
