PRODUCT_ID,TEMPLATE_ID,NAME,CURRENT_TYPE,PROPOSED_TYPE,CURRENT_SALE_OK,PROPOSED_SALE_OK,CURRENT_PURCHASE_OK,PROPOSED_PURCHASE_OK,CATEGORY,COMPANY,ACTIVE,EVIDENCE,CONFIDENCE,ACTION,REASON,MISMATCH,SALE_LINE_REFERENCES,PURCHASE_LINE_REFERENCES,INVOICE_LINE_REFERENCES,STOCK_MOVE_REFERENCES,STOCK_QUANT_REFERENCES,VALUATION_LAYER_REFERENCES,IS_STORABLE,STANDARD_PRICE,LIST_PRICE
54,54,CEMENTO BLANCO FUNDA 40KG,consu,consu,True,True,False,True,,,True,invoice_lines=1; normalized=cemento blanco funda 40kg,DETERMINISTIC,FIX_PURCHASE_OK,"Physical material, merchandise, food or tool",,0,0,1,0,0,0,False,0.0,2750.0
22,22,CEMENTO GRIS (AGLOMERANTE PORTLAND) SANTO DOMINGO 94LB,consu,consu,True,True,False,True,,,True,invoice_lines=1; normalized=cemento gris aglomerante portland santo domingo 94lb,DETERMINISTIC,FIX_PURCHASE_OK,"Physical material, merchandise, food or tool",,0,0,1,0,0,0,False,0.0,365.31
113,113,"CINCEL PLANO 3/4 X 10"" (19X250) TRAMONTINA",consu,consu,True,True,False,True,,,True,"invoice_lines=1; normalized=cincel plano 3/4 x 10"" 19x250 tramontina",HIGH_CONFIDENCE,FIX_PURCHASE_OK,Already Goods and name is not a service,,0,0,1,0,0,0,False,0.0,518.4
112,112,"CINCEL PUNTA 3/4 X 10"" (19X250) TRAMONTINA",consu,consu,True,True,False,True,,,True,"invoice_lines=1; normalized=cincel punta 3/4 x 10"" 19x250 tramontina",HIGH_CONFIDENCE,FIX_PURCHASE_OK,Already Goods and name is not a service,,0,0,1,0,0,0,False,0.0,510.2
126,126,CONECTOR DE EMPALME NO.2,consu,consu,True,True,False,True,,,True,invoice_lines=1; normalized=conector de empalme no.2,HIGH_CONFIDENCE,FIX_PURCHASE_OK,Already Goods and name is not a service,,0,0,1,0,0,0,False,0.0,380.0
101,101,CONECTOR DE EMPALME NO.4,consu,consu,True,True,False,True,,,True,invoice_lines=1; normalized=conector de empalme no.4,HIGH_CONFIDENCE,FIX_PURCHASE_OK,Already Goods and name is not a service,,0,0,1,0,0,0,False,0.0,960.0
134,134,"DISCO DE CORTE 9"" METABO 7/8",service,consu,True,True,False,True,,,True,"invoice_lines=1; normalized=disco de corte 9"" metabo 7/8",DETERMINISTIC,FIX_TYPE_AND_FLAGS,"Physical material, merchandise, food or tool",PHYSICAL_AS_SERVICE,0,0,1,0,0,0,False,0.0,625.0
62,62,DISCO DEWALT DE 14 X 3/32,consu,consu,True,True,False,True,,,True,invoice_lines=1; normalized=disco dewalt de 14 x 3/32,HIGH_CONFIDENCE,FIX_PURCHASE_OK,Already Goods and name is not a service,,0,0,1,0,0,0,False,0.0,620.0
87,87,"ESPEJO DE BAÑO 66X36""",consu,consu,True,True,False,True,,,True,"invoice_lines=1; normalized=espejo de bano 66x36""",HIGH_CONFIDENCE,FIX_PURCHASE_OK,Already Goods and name is not a service,,0,0,1,0,0,0,False,0.0,4984.0
153,153,"ESTUFA DANILUX 24""",consu,consu,True,True,False,True,,,True,"invoice_lines=1; normalized=estufa danilux 24""",DETERMINISTIC,FIX_PURCHASE_OK,"Physical material, merchandise, food or tool",,0,0,1,0,0,0,False,0.0,11059.32
